match_id,season,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpire1,umpire2,winner,result,player_of_match,toss_decision,toss_winner,dl_applied,venue,team_a,team_b,target_overs,target_runs,win_by_runs,win_by_wickets
573,IPL-2010,6,Delhi,2010-03-19,S Venkataraghavan,A Chaudhary,S Ravi,BR Doctrove,SK Tarapore,Chennai Super Kings,normal,ML Hayden,bat,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,20.0,186,0,5
574,IPL-2010,6,Cuttack,2010-03-19,GR Viswanath,BK Ravi,AM Saheba,BF Bowden,M Erasmus,Deccan Chargers,normal,A Symonds,field,Kings XI Punjab,0,Barabati Stadium,Deccan Chargers,Kings XI Punjab,20.0,171,6,0
575,IPL-2010,6,Ahmedabad,2010-03-20,AJ Pycroft,S Dua,BG Jerling,RE Koertzen,RB Tiffin,Rajasthan Royals,normal,AA Jhunjhunwala,bat,Rajasthan Royals,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Kolkata Knight Riders,20.0,169,34,0
576,IPL-2010,6,Mumbai,2010-03-20,Yashpal Sharma,SN Bandekar,SK Tarapore,HDPK Dharmasena,SS Hazare,Royal Challengers Bangalore,normal,JH Kallis,bat,Mumbai Indians,0,Brabourne Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,152,0,7
577,IPL-2010,6,Cuttack,2010-03-21,GR Viswanath,BK Ravi,AM Saheba,BF Bowden,M Erasmus,Deccan Chargers,normal,A Symonds,bat,Deccan Chargers,0,Barabati Stadium,Deccan Chargers,Delhi Daredevils,20.0,172,10,0
578,IPL-2010,6,Chennai,2010-03-21,S Venkataraghavan,,S Das,K Hariharan,DJ Harper,,tie,J Theron,field,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,20.0,137,0,0
579,IPL-2010,6,Mumbai,2010-03-22,Yashpal Sharma,VM Bandiwadekar,HDPK Dharmasena,SS Hazare,SJA Taufel,Mumbai Indians,normal,SR Tendulkar,bat,Kolkata Knight Riders,0,Brabourne Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,156,0,7
580,IPL-2010,6,Bangalore,2010-03-23,AJ Pycroft,KN Ananthapadmanabhan,BG Jerling,RE Koertzen,RB Tiffin,Royal Challengers Bangalore,normal,RV Uthappa,field,Chennai Super Kings,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,172,36,0
581,IPL-2010,6,Chandigarh,2010-03-24,S Venkataraghavan,C Shamshuddin,S Ravi,BR Doctrove,SK Tarapore,Rajasthan Royals,normal,AC Voges,field,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,184,31,0
582,IPL-2010,6,Mumbai,2010-03-25,GR Viswanath,SN Bandekar,M Erasmus,AM Saheba,BF Bowden,Mumbai Indians,normal,SR Tendulkar,field,Mumbai Indians,0,"Brabourne Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,20.0,181,0,5
583,IPL-2010,6,Ahmedabad,2010-03-26,RS Mahanama,S Dua,SS Hazare,HDPK Dharmasena,SJA Taufel,Rajasthan Royals,normal,YK Pathan,bat,Deccan Chargers,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Deccan Chargers,20.0,149,0,8
584,IPL-2010,6,Chandigarh,2010-03-27,S Venkataraghavan,C Shamshuddin,SK Tarapore,BR Doctrove,S Ravi,Kolkata Knight Riders,normal,MK Tiwary,bat,Kolkata Knight Riders,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,20.0,184,39,0
585,IPL-2010,6,Bangalore,2010-03-25,AJ Pycroft,KN Ananthapadmanabhan,RB Tiffin,BG Jerling,RE Koertzen,Delhi Daredevils,normal,KM Jadhav,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,184,17,0
586,IPL-2010,6,Ahmedabad,2010-03-28,RS Mahanama,S Dua,HDPK Dharmasena,SS Hazare,SJA Taufel,Rajasthan Royals,normal,NV Ojha,bat,Rajasthan Royals,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Chennai Super Kings,20.0,178,17,0
587,IPL-2010,6,Mumbai,2010-03-28,GR Viswanath,SN Bandekar,DJ Harper,S Das,K Hariharan,Mumbai Indians,normal,Harbhajan Singh,field,Deccan Chargers,0,Dr DY Patil Sports Academy,Deccan Chargers,Mumbai Indians,20.0,173,41,0
588,IPL-2010,6,Delhi,2010-03-29,RS Mahanama,A Chaudhary,HDPK Dharmasena,SS Hazare,SJA Taufel,Delhi Daredevils,normal,DA Warner,bat,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,20.0,178,40,0
589,IPL-2010,6,Mumbai,2010-03-30,S Venkataraghavan,VM Bandiwadekar,S Ravi,BR Doctrove,SK Tarapore,Mumbai Indians,normal,SL Malinga,field,Mumbai Indians,0,Brabourne Stadium,Mumbai Indians,Kings XI Punjab,20.0,164,0,4
590,IPL-2010,6,Chennai,2010-03-31,AJ Pycroft,J Madanagopal,RB Tiffin,BG Jerling,RE Koertzen,Chennai Super Kings,normal,M Vijay,bat,Royal Challengers Bangalore,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,20.0,162,0,5
591,IPL-2010,6,Delhi,2010-03-31,RS Mahanama,A Chaudhary,SS Hazare,HDPK Dharmasena,SJA Taufel,Delhi Daredevils,normal,KD Karthik,bat,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,20.0,189,67,0
592,IPL-2010,6,Kolkata,2010-04-01,GR Viswanath,R Shankar,S Asnani,K Hariharan,DJ Harper,Kolkata Knight Riders,normal,SC Ganguly,bat,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,20.0,182,24,0
593,IPL-2010,6,Chandigarh,2010-04-02,D Govindjee,C Shamshuddin,AM Saheba,BF Bowden,M Erasmus,Royal Challengers Bangalore,normal,KP Pietersen,bat,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,20.0,182,0,6
594,IPL-2010,6,Chennai,2010-04-03,AJ Pycroft,J Madanagopal,BG Jerling,RE Koertzen,RB Tiffin,Chennai Super Kings,normal,M Vijay,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,20.0,247,23,0
595,IPL-2010,6,Mumbai,2010-04-03,S Venkataraghavan,SN Bandekar,SK Tarapore,BR Doctrove,S Ravi,Mumbai Indians,normal,AT Rayudu,bat,Mumbai Indians,0,Brabourne Stadium,Mumbai Indians,Deccan Chargers,20.0,179,63,0
596,IPL-2010,6,Kolkata,2010-04-04,J Srinath,R Shankar,K Hariharan,S Asnani,DJ Harper,Kings XI Punjab,normal,DPMD Jayawardene,bat,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,201,0,8
597,IPL-2010,6,Delhi,2010-04-04,D Govindjee,A Chaudhary,AM Saheba,BF Bowden,M Erasmus,Delhi Daredevils,normal,PD Collingwood,bat,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,20.0,185,37,0
598,IPL-2010,6,Nagpur,2010-04-05,RS Mahanama,VM Bandiwadekar,SS Hazare,HDPK Dharmasena,SJA Taufel,Rajasthan Royals,normal,SK Warne,bat,Rajasthan Royals,0,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Rajasthan Royals,20.0,160,2,0
599,IPL-2010,6,Chennai,2010-04-06,J Srinath,J Madanagopal,K Hariharan,S Asnani,DJ Harper,Chennai Super Kings,normal,SK Raina,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,20.0,166,24,0
600,IPL-2010,6,Jaipur,2010-04-07,S Venkataraghavan,K Sharma,BR Doctrove,S Ravi,SK Tarapore,Rajasthan Royals,normal,MJ Lumb,bat,Kings XI Punjab,0,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,20.0,154,0,9
601,IPL-2010,6,Kolkata,2010-04-07,AJ Pycroft,R Shankar,RB Tiffin,BG Jerling,RE Koertzen,Kolkata Knight Riders,normal,SC Ganguly,bat,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,20.0,182,14,0
602,IPL-2010,6,Bangalore,2010-04-08,J Srinath,KN Ananthapadmanabhan,K Hariharan,S Asnani,DJ Harper,Deccan Chargers,normal,TL Suman,field,Deccan Chargers,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,20.0,185,0,7
603,IPL-2010,6,Chandigarh,2010-04-09,D Govindjee,C Shamshuddin,BF Bowden,M Erasmus,AM Saheba,Kings XI Punjab,normal,KC Sangakkara,bat,Mumbai Indians,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,20.0,155,0,6
604,IPL-2010,6,Nagpur,2010-04-10,RS Mahanama,VM Bandiwadekar,SS Hazare,HDPK Dharmasena,SJA Taufel,Deccan Chargers,normal,RJ Harris,bat,Chennai Super Kings,0,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Chennai Super Kings,20.0,139,0,6
605,IPL-2010,6,Bangalore,2010-04-10,J Srinath,KN Ananthapadmanabhan,S Asnani,K Hariharan,DJ Harper,Royal Challengers Bangalore,normal,R Vinay Kumar,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,161,0,7
606,IPL-2010,6,Delhi,2010-04-11,D Govindjee,A Chaudhary,M Erasmus,BF Bowden,AM Saheba,Kings XI Punjab,normal,PP Chawla,bat,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,112,0,7
607,IPL-2010,6,Jaipur,2010-04-11,S Venkataraghavan,K Sharma,S Ravi,BR Doctrove,SK Tarapore,Mumbai Indians,normal,SR Tendulkar,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,20.0,175,37,0
608,IPL-2010,6,Nagpur,2010-04-12,AJ Pycroft,VM Bandiwadekar,BG Jerling,RE Koertzen,RB Tiffin,Deccan Chargers,normal,Harmeet Singh,field,Royal Challengers Bangalore,0,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Royal Challengers Bangalore,20.0,152,13,0
609,IPL-2010,6,Mumbai,2010-04-13,J Srinath,SN Bandekar,K Hariharan,S Asnani,DJ Harper,Mumbai Indians,normal,KA Pollard,bat,Mumbai Indians,0,Brabourne Stadium,Mumbai Indians,Delhi Daredevils,20.0,184,39,0
610,IPL-2010,6,Chennai,2010-04-13,GR Viswanath,J Madanagopal,HDPK Dharmasena,SS Hazare,SJA Taufel,Chennai Super Kings,normal,R Ashwin,bat,Kolkata Knight Riders,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,20.0,140,0,9
611,IPL-2010,6,Jaipur,2010-04-14,S Venkataraghavan,K Sharma,SK Tarapore,BR Doctrove,S Ravi,Royal Challengers Bangalore,normal,KP Pietersen,bat,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,131,0,5
612,IPL-2010,6,Chennai,2010-04-15,GR Viswanath,J Madanagopal,SJA Taufel,HDPK Dharmasena,SS Hazare,Delhi Daredevils,normal,G Gambhir,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,20.0,113,0,6
613,IPL-2010,6,Dharamsala,2010-04-16,D Govindjee,C Shamshuddin,BF Bowden,M Erasmus,AM Saheba,Deccan Chargers,normal,RG Sharma,field,Deccan Chargers,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Deccan Chargers,20.0,175,0,5
614,IPL-2010,6,Bangalore,2010-04-17,GR Viswanath,KN Ananthapadmanabhan,SS Hazare,HDPK Dharmasena,SJA Taufel,Mumbai Indians,normal,R McLaren,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,192,57,0
615,IPL-2010,6,Kolkata,2010-04-17,AJ Pycroft,R Shankar,RE Koertzen,BG Jerling,RB Tiffin,Kolkata Knight Riders,normal,JD Unadkat,bat,Rajasthan Royals,0,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,133,0,8
616,IPL-2010,6,Dharamsala,2010-04-18,D Govindjee,C Shamshuddin,M Erasmus,BF Bowden,AM Saheba,Chennai Super Kings,normal,MS Dhoni,field,Chennai Super Kings,0,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings,20.0,193,0,6
617,IPL-2010,6,Delhi,2010-04-18,S Venkataraghavan,A Chaudhary,S Ravi,BR Doctrove,SK Tarapore,Deccan Chargers,normal,A Symonds,bat,Deccan Chargers,0,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,20.0,146,11,0
618,IPL-2010,6,Kolkata,2010-04-19,AJ Pycroft,R Shankar,RB Tiffin,BG Jerling,RE Koertzen,Kolkata Knight Riders,normal,M Kartik,bat,Mumbai Indians,0,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,134,0,9
619,IPL-2010,6,Mumbai,2010-04-21,J Srinath,SN Bandekar,DJ Harper,BR Doctrove,RB Tiffin,Mumbai Indians,normal,KA Pollard,bat,Mumbai Indians,0,Dr DY Patil Sports Academy,Royal Challengers Bangalore,Mumbai Indians,20.0,185,35,0
620,IPL-2010,6,Mumbai,2010-04-22,J Srinath,SN Bandekar,DJ Harper,BR Doctrove,RB Tiffin,Chennai Super Kings,normal,DE Bollinger,bat,Chennai Super Kings,0,Dr DY Patil Sports Academy,Chennai Super Kings,Deccan Chargers,20.0,143,38,0
621,IPL-2010,6,Mumbai,2010-04-24,S Venkataraghavan,SN Bandekar,S Ravi,RE Koertzen,SJA Taufel,Royal Challengers Bangalore,normal,A Kumble,bat,Deccan Chargers,0,Dr DY Patil Sports Academy,Royal Challengers Bangalore,Deccan Chargers,20.0,83,0,9
622,IPL-2010,6,Mumbai,2010-04-25,S Venkataraghavan,SN Bandekar,S Ravi,RE Koertzen,SJA Taufel,Chennai Super Kings,normal,SK Raina,bat,Chennai Super Kings,0,Dr DY Patil Sports Academy,Chennai Super Kings,Mumbai Indians,20.0,169,22,0
623,IPL-2011,6,Chennai,2011-04-08,J Srinath,K Srinath,S Asnani,BR Doctrove,PR Reiffel,Chennai Super Kings,normal,S Anirudha,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,20.0,154,2,0
624,IPL-2011,6,Hyderabad,2011-04-09,AJ Pycroft,C Shamshuddin,SS Hazare,RE Koertzen,SK Tarapore,Rajasthan Royals,normal,SK Trivedi,field,Rajasthan Royals,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,20.0,138,0,8
625,IPL-2011,6,Kochi,2011-04-09,Raju Mukherjee,KN Ananthapadmanabhan,AL Hill,HDPK Dharmasena,K Hariharan,Royal Challengers Bangalore,normal,AB de Villiers,bat,Kochi Tuskers Kerala,0,Nehru Stadium,Kochi Tuskers Kerala,Royal Challengers Bangalore,20.0,162,0,6
626,IPL-2011,6,Delhi,2011-04-10,S Venkataraghavan,A Chaudhary,SL Shastri,AM Saheba,RB Tiffin,Mumbai Indians,normal,SL Malinga,bat,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,20.0,96,0,8
627,IPL-2011,6,Mumbai,2011-04-10,J Srinath,NA Patwardhan,S Asnani,BR Doctrove,PR Reiffel,Pune Warriors,normal,SB Wagh,bat,Kings XI Punjab,0,Dr DY Patil Sports Academy,Pune Warriors,Kings XI Punjab,20.0,113,0,7
628,IPL-2011,6,Kolkata,2011-04-11,D Govindjee,S Das,S Ravi,RE Koertzen,SK Tarapore,Kolkata Knight Riders,normal,JH Kallis,bat,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,20.0,164,9,0
629,IPL-2011,6,Jaipur,2011-04-12,AJ Pycroft,R Subramanian,SS Hazare,Aleem Dar,RB Tiffin,Rajasthan Royals,normal,SK Warne,bat,Delhi Daredevils,0,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,20.0,152,0,6
630,IPL-2011,6,Bangalore,2011-04-12,Raju Mukherjee,CK Nandan,K Hariharan,HDPK Dharmasena,AL Hill,Mumbai Indians,normal,SR Tendulkar,field,Mumbai Indians,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,141,0,9
631,IPL-2011,6,Chandigarh,2011-04-13,S Venkataraghavan,K Bharatan,AM Saheba,Asad Rauf,SL Shastri,Kings XI Punjab,normal,PC Valthaty,field,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,20.0,189,0,6
632,IPL-2011,6,Mumbai,2011-04-13,J Srinath,NA Patwardhan,BR Doctrove,S Asnani,PR Reiffel,Pune Warriors,normal,MD Mishra,bat,Kochi Tuskers Kerala,0,Dr DY Patil Sports Academy,Pune Warriors,Kochi Tuskers Kerala,20.0,149,0,4
633,IPL-2011,6,Hyderabad,2011-04-14,D Govindjee,C Shamshuddin,SK Tarapore,RE Koertzen,S Ravi,Deccan Chargers,normal,DW Steyn,field,Royal Challengers Bangalore,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,20.0,176,33,0
634,IPL-2011,6,Jaipur,2011-04-15,AJ Pycroft,R Subramanian,RB Tiffin,Aleem Dar,SS Hazare,Kolkata Knight Riders,normal,G Gambhir,field,Kolkata Knight Riders,0,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,20.0,160,0,9
635,IPL-2011,6,Mumbai,2011-04-15,J Srinath,VA Kulkarni,S Asnani,BR Doctrove,PR Reiffel,Kochi Tuskers Kerala,normal,BB McCullum,field,Kochi Tuskers Kerala,0,Wankhede Stadium,Mumbai Indians,Kochi Tuskers Kerala,20.0,183,0,8
636,IPL-2011,6,Chennai,2011-04-16,Raju Mukherjee,K Srinath,K Hariharan,HDPK Dharmasena,AL Hill,Chennai Super Kings,normal,MEK Hussey,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,20.0,184,21,0
637,IPL-2011,6,Hyderabad,2011-04-16,D Govindjee,C Shamshuddin,SK Tarapore,RE Koertzen,S Ravi,Kings XI Punjab,normal,PC Valthaty,field,Kings XI Punjab,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,20.0,166,0,8
638,IPL-2011,6,Mumbai,2011-04-17,S Venkataraghavan,NA Patwardhan,SL Shastri,Asad Rauf,AM Saheba,Delhi Daredevils,normal,Yuvraj Singh,field,Delhi Daredevils,0,Dr DY Patil Sports Academy,Pune Warriors,Delhi Daredevils,20.0,188,0,3
639,IPL-2011,6,Kolkata,2011-04-17,AJ Pycroft,S Das,SS Hazare,Aleem Dar,RB Tiffin,Kolkata Knight Riders,normal,L Balaji,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,82,0,8
640,IPL-2011,6,Kochi,2011-04-18,Raju Mukherjee,KN Ananthapadmanabhan,HDPK Dharmasena,K Hariharan,AL Hill,Kochi Tuskers Kerala,normal,BB McCullum,field,Kochi Tuskers Kerala,1,Nehru Stadium,Kochi Tuskers Kerala,Chennai Super Kings,17.0,135,0,7
641,IPL-2011,6,Delhi,2011-04-19,J Srinath,A Chaudhary,S Asnani,PR Reiffel,RJ Tucker,Deccan Chargers,normal,S Sohal,bat,Deccan Chargers,0,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,20.0,169,16,0
642,IPL-2011,6,Mumbai,2011-04-20,Raju Mukherjee,VA Kulkarni,SL Shastri,Asad Rauf,AM Saheba,Mumbai Indians,normal,MM Patel,bat,Pune Warriors,0,Wankhede Stadium,Mumbai Indians,Pune Warriors,20.0,119,0,7
643,IPL-2011,6,Kolkata,2011-04-20,AJ Pycroft,S Das,SS Hazare,Aleem Dar,RB Tiffin,Kochi Tuskers Kerala,normal,DPMD Jayawardene,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Kochi Tuskers Kerala,20.0,133,6,0
644,IPL-2011,6,Chandigarh,2011-04-21,J Srinath,K Bharatan,RJ Tucker,S Asnani,PR Reiffel,Kings XI Punjab,normal,SE Marsh,field,Rajasthan Royals,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,196,48,0
645,IPL-2011,6,Mumbai,2011-04-22,Raju Mukherjee,VA Kulkarni,SL Shastri,Asad Rauf,AM Saheba,Mumbai Indians,normal,Harbhajan Singh,field,Chennai Super Kings,0,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,165,8,0
646,IPL-2011,6,Kolkata,2011-04-22,AJ Pycroft,S Das,Aleem Dar,SS Hazare,RB Tiffin,Royal Challengers Bangalore,normal,CH Gayle,field,Royal Challengers Bangalore,0,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,172,0,9
647,IPL-2011,6,Delhi,2011-04-23,J Srinath,A Chaudhary,PR Reiffel,S Asnani,RE Koertzen,Delhi Daredevils,normal,DA Warner,field,Kings XI Punjab,0,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,232,29,0
648,IPL-2011,6,Hyderabad,2011-04-24,Raju Mukherjee,C Shamshuddin,K Hariharan,HDPK Dharmasena,AL Hill,Mumbai Indians,normal,SL Malinga,field,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Mumbai Indians,20.0,173,37,0
649,IPL-2011,6,Jaipur,2011-04-24,D Govindjee,R Subramanian,S Ravi,BR Doctrove,SK Tarapore,Rajasthan Royals,normal,SK Warne,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Kochi Tuskers Kerala,20.0,110,0,8
650,IPL-2011,6,Chennai,2011-04-25,AJ Pycroft,K Srinath,SS Hazare,Aleem Dar,RB Tiffin,Chennai Super Kings,normal,MEK Hussey,field,Pune Warriors,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,20.0,143,25,0
651,IPL-2011,6,Delhi,2011-04-26,J Srinath,A Chaudhary,PR Reiffel,S Asnani,RJ Tucker,Royal Challengers Bangalore,normal,V Kohli,field,Royal Challengers Bangalore,0,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,20.0,161,0,3
652,IPL-2011,6,Mumbai,2011-04-27,GF Labrooy,NA Patwardhan,AM Saheba,Asad Rauf,SL Shastri,Chennai Super Kings,normal,DE Bollinger,bat,Pune Warriors,0,Dr DY Patil Sports Academy,Pune Warriors,Chennai Super Kings,20.0,142,0,8
653,IPL-2011,6,Kochi,2011-04-27,Raju Mukherjee,KN Ananthapadmanabhan,K Hariharan,HDPK Dharmasena,AL Hill,Deccan Chargers,normal,I Sharma,field,Kochi Tuskers Kerala,0,Nehru Stadium,Kochi Tuskers Kerala,Deccan Chargers,20.0,130,55,0
654,IPL-2011,6,Delhi,2011-04-28,J Srinath,A Chaudhary,S Asnani,PR Reiffel,RJ Tucker,Kolkata Knight Riders,normal,MK Tiwary,field,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,20.0,149,17,0
655,IPL-2011,6,Jaipur,2011-04-29,D Govindjee,R Subramanian,S Ravi,Asad Rauf,SK Tarapore,Rajasthan Royals,normal,J Botha,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,20.0,95,0,7
656,IPL-2011,6,Bangalore,2011-04-29,AJ Pycroft,CK Nandan,RB Tiffin,Aleem Dar,SS Hazare,Royal Challengers Bangalore,normal,V Kohli,field,Pune Warriors,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,20.0,182,26,0
657,IPL-2011,6,Kochi,2011-04-30,Raju Mukherjee,KN Ananthapadmanabhan,K Hariharan,HDPK Dharmasena,AL Hill,Delhi Daredevils,normal,V Sehwag,bat,Delhi Daredevils,0,Nehru Stadium,Kochi Tuskers Kerala,Delhi Daredevils,20.0,158,38,0
658,IPL-2011,6,Kolkata,2011-04-30,GF Labrooy,S Das,RJ Tucker,AM Saheba,SL Shastri,Kolkata Knight Riders,normal,Iqbal Abdulla,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,120,0,8
659,IPL-2011,6,Jaipur,2011-05-01,D Govindjee,R Subramanian,S Ravi,SK Tarapore,SJA Taufel,Rajasthan Royals,normal,LRPL Taylor,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,20.0,144,0,6
660,IPL-2011,6,Chennai,2011-05-01,AJ Pycroft,K Srinath,SS Hazare,Aleem Dar,RB Tiffin,Chennai Super Kings,normal,JA Morkel,bat,Chennai Super Kings,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,20.0,166,19,0
661,IPL-2011,6,Mumbai,2011-05-02,Raju Mukherjee,VA Kulkarni,K Hariharan,HDPK Dharmasena,PR Reiffel,Mumbai Indians,normal,KA Pollard,field,Kings XI Punjab,0,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,160,23,0
662,IPL-2011,6,Delhi,2011-05-02,GF Labrooy,A Chaudhary,AM Saheba,Asad Rauf,SL Shastri,Kochi Tuskers Kerala,normal,P Parameswaran,field,Kochi Tuskers Kerala,0,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,20.0,141,0,7
663,IPL-2011,6,Hyderabad,2011-05-03,J Srinath,C Shamshuddin,PR Reiffel,S Asnani,RJ Tucker,Kolkata Knight Riders,normal,YK Pathan,field,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kolkata Knight Riders,20.0,170,20,0
664,IPL-2011,6,Chennai,2011-05-04,AJ Pycroft,K Srinath,Aleem Dar,SS Hazare,RB Tiffin,Chennai Super Kings,normal,MEK Hussey,bat,Rajasthan Royals,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,20.0,148,0,8
665,IPL-2011,6,Mumbai,2011-05-04,Raju Mukherjee,NA Patwardhan,K Hariharan,HDPK Dharmasena,SJA Taufel,Mumbai Indians,normal,R Sharma,field,Pune Warriors,0,Dr DY Patil Sports Academy,Pune Warriors,Mumbai Indians,20.0,161,21,0
666,IPL-2011,6,Kochi,2011-05-05,D Govindjee,KN Ananthapadmanabhan,SK Tarapore,S Ravi,RJ Tucker,Kochi Tuskers Kerala,normal,BJ Hodge,field,Kolkata Knight Riders,0,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,20.0,157,17,0
667,IPL-2011,6,Hyderabad,2011-05-05,GF Labrooy,C Shamshuddin,SL Shastri,Asad Rauf,AM Saheba,Delhi Daredevils,normal,V Sehwag,field,Delhi Daredevils,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,20.0,176,0,4
668,IPL-2011,6,Bangalore,2011-05-06,AJ Pycroft,CK Nandan,SS Hazare,Aleem Dar,RB Tiffin,Royal Challengers Bangalore,normal,CH Gayle,field,Kings XI Punjab,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,206,85,0
