match_id,season,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpire1,umpire2,winner,result,player_of_match,toss_decision,toss_winner,dl_applied,venue,team_a,team_b,target_overs,target_runs,win_by_runs,win_by_wickets
472,IPL-2008,6,Bangalore,2008-05-05,CH Lloyd,SK Tarapore,SL Shastri,SJ Davis,BR Doctrove,Kings XI Punjab,normal,S Sreesanth,field,Kings XI Punjab,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,127,0,6
473,IPL-2008,6,Chennai,2008-05-06,J Srinath,K Srinivasan,S Ravi,MR Benson,RB Tiffin,Deccan Chargers,normal,AC Gilchrist,field,Deccan Chargers,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,20.0,145,0,7
474,IPL-2008,6,Mumbai,2008-05-07,Talat Ali,UL Dubey,BF Bowden,DJ Harper,RE Koertzen,Mumbai Indians,normal,A Nehra,field,Mumbai Indians,0,Dr DY Patil Sports Academy,Mumbai Indians,Rajasthan Royals,20.0,104,0,7
475,IPL-2008,6,Delhi,2008-05-08,CH Lloyd,,K Hariharan,Aleem Dar,RB Tiffin,Chennai Super Kings,normal,MS Dhoni,field,Chennai Super Kings,0,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,20.0,188,0,4
476,IPL-2008,6,Kolkata,2008-05-08,FM Engineer,,BR Doctrove,Asad Rauf,IL Howell,Kolkata Knight Riders,normal,SC Ganguly,bat,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,16.0,130,5,0
477,IPL-2008,6,Jaipur,2008-05-09,S Venkataraghavan,,SJ Davis,MR Benson,AM Saheba,Rajasthan Royals,normal,YK Pathan,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Deccan Chargers,20.0,141,0,8
478,IPL-2008,6,Bangalore,2008-05-28,CH Lloyd,,BR Doctrove,BF Bowden,AV Jayaprakash,Mumbai Indians,normal,CRD Fernando,field,Mumbai Indians,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,18.0,123,0,9
479,IPL-2008,6,Chennai,2008-05-10,J Srinath,S Ravi,I Shivram,AV Jayaprakash,BG Jerling,Chennai Super Kings,normal,L Balaji,field,Kings XI Punjab,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,20.0,182,18,0
480,IPL-2008,6,Hyderabad,2008-05-11,Talat Ali,,BF Bowden,IL Howell,AM Saheba,Kolkata Knight Riders,normal,SC Ganguly,bat,Kolkata Knight Riders,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kolkata Knight Riders,20.0,205,23,0
481,IPL-2008,6,Jaipur,2008-05-11,FM Engineer,,MSS Ranawat,SJ Davis,RE Koertzen,Rajasthan Royals,normal,SR Watson,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,20.0,157,0,3
482,IPL-2008,6,Chandigarh,2008-05-12,CH Lloyd,HS Sekhon,Jasbir Singh,BR Doctrove,I Shivram,Kings XI Punjab,normal,SE Marsh,bat,Royal Challengers Bangalore,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,20.0,144,0,9
483,IPL-2008,6,Kolkata,2008-05-13,Talat Ali,,AV Jayaprakash,Asad Rauf,IL Howell,Kolkata Knight Riders,normal,Shoaib Akhtar,bat,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,20.0,134,23,0
484,IPL-2008,6,Mumbai,2008-05-14,J Srinath,RM Deshpande,RE Koertzen,BR Doctrove,AM Saheba,Mumbai Indians,normal,ST Jayasuriya,field,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,157,0,9
485,IPL-2008,6,Chandigarh,2008-05-28,S Venkataraghavan,MS Mahal,DJ Harper,SJ Davis,K Hariharan,Kings XI Punjab,normal,SE Marsh,field,Rajasthan Royals,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,222,41,0
486,IPL-2008,6,Delhi,2008-05-15,CH Lloyd,,Asad Rauf,BG Jerling,GA Pratapkumar,Delhi Daredevils,normal,A Mishra,field,Deccan Chargers,0,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,20.0,195,12,0
487,IPL-2008,6,Mumbai,2008-05-16,FM Engineer,SN Bandekar,I Shivram,BR Doctrove,DJ Harper,Mumbai Indians,normal,SM Pollock,field,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,68,0,8
488,IPL-2008,6,Delhi,2008-05-17,CH Lloyd,AK Chaudhary,BG Jerling,AV Jayaprakash,RE Koertzen,Kings XI Punjab,normal,DPMD Jayawardene,bat,Delhi Daredevils,1,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,8.0,89,6,0
489,IPL-2008,6,Jaipur,2008-05-17,Talat Ali,MSS Ranawat,SJ Davis,BF Bowden,SL Shastri,Rajasthan Royals,normal,GC Smith,field,Royal Challengers Bangalore,0,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,198,65,0
490,IPL-2008,6,Hyderabad,2008-05-18,S Venkataraghavan,C Shamshuddin,I Shivram,BR Doctrove,DJ Harper,Mumbai Indians,normal,DJ Bravo,field,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Mumbai Indians,20.0,179,25,0
491,IPL-2008,6,Kolkata,2008-05-18,FM Engineer,S Banerjee,AM Saheba,Asad Rauf,K Hariharan,Chennai Super Kings,normal,M Ntini,bat,Kolkata Knight Riders,1,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,8.0,53,3,0
492,IPL-2008,6,Bangalore,2008-05-19,Talat Ali,VN Kulkarni,SL Shastri,SJ Davis,GA Pratapkumar,Delhi Daredevils,normal,SP Goswami,field,Delhi Daredevils,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,155,0,5
493,IPL-2008,6,Kolkata,2008-05-20,FM Engineer,AK Mitra,K Hariharan,BG Jerling,RE Koertzen,Rajasthan Royals,normal,YK Pathan,field,Rajasthan Royals,0,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,148,0,6
494,IPL-2008,6,Mumbai,2008-05-21,Talat Ali,,SL Shastri,BF Bowden,GA Pratapkumar,Kings XI Punjab,normal,SE Marsh,field,Mumbai Indians,0,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,190,1,0
495,IPL-2008,6,Chennai,2008-05-21,J Srinath,S Ravi,BR Doctrove,DJ Harper,I Shivram,Royal Challengers Bangalore,normal,A Kumble,bat,Royal Challengers Bangalore,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,20.0,127,14,0
496,IPL-2008,6,Chandigarh,2008-05-23,Talat Ali,HS Sekhon,AM Saheba,Asad Rauf,SJ Davis,Kings XI Punjab,normal,SE Marsh,field,Kings XI Punjab,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Deccan Chargers,20.0,176,0,6
497,IPL-2008,6,Delhi,2008-05-24,CH Lloyd,,BG Jerling,BF Bowden,K Hariharan,Delhi Daredevils,normal,KD Karthik,field,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,20.0,177,0,5
498,IPL-2008,6,Chennai,2008-05-24,J Srinath,,AV Jayaprakash,DJ Harper,SL Shastri,Rajasthan Royals,normal,JA Morkel,bat,Rajasthan Royals,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,20.0,212,10,0
499,IPL-2008,6,Bangalore,2008-05-03,Talat Ali,CK Nandan,SK Tarapore,BR Doctrove,SL Shastri,Royal Challengers Bangalore,normal,P Kumar,field,Deccan Chargers,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,20.0,157,3,0
500,IPL-2008,6,Kolkata,2008-05-25,S Venkataraghavan,,BR Doctrove,SJ Davis,I Shivram,Kolkata Knight Riders,normal,Umar Gul,bat,Kings XI Punjab,0,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,175,0,3
501,IPL-2008,6,Jaipur,2008-05-26,CH Lloyd,MSS Ranawat,SL Shastri,BF Bowden,K Hariharan,Rajasthan Royals,normal,Sohail Tanvir,field,Rajasthan Royals,0,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,20.0,146,0,5
502,IPL-2008,6,Hyderabad,2008-05-27,Talat Ali,,GA Pratapkumar,BG Jerling,AM Saheba,Chennai Super Kings,normal,SK Raina,bat,Deccan Chargers,0,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Chennai Super Kings,20.0,148,0,7
503,IPL-2008,6,Mumbai,2008-05-30,J Srinath,,BR Doctrove,BF Bowden,RE Koertzen,Rajasthan Royals,normal,SR Watson,field,Delhi Daredevils,0,Wankhede Stadium,Delhi Daredevils,Rajasthan Royals,20.0,193,105,0
504,IPL-2008,6,Mumbai,2008-05-31,S Venkataraghavan,,K Hariharan,Asad Rauf,DJ Harper,Chennai Super Kings,normal,M Ntini,bat,Kings XI Punjab,0,Wankhede Stadium,Chennai Super Kings,Kings XI Punjab,20.0,113,0,9
505,IPL-2008,6,Mumbai,2008-06-01,J Srinath,MR Singh,DJ Harper,BF Bowden,RE Koertzen,Rajasthan Royals,normal,YK Pathan,field,Rajasthan Royals,0,Dr DY Patil Sports Academy,Chennai Super Kings,Rajasthan Royals,20.0,164,0,3
506,IPL-2009,6,Cape Town,2009-04-18,GR Viswanath,EC Hendrikse,RB Tiffin,BR Doctrove,K Hariharan,Mumbai Indians,normal,SR Tendulkar,field,Chennai Super Kings,0,Newlands,Chennai Super Kings,Mumbai Indians,20.0,166,19,0
507,IPL-2009,6,Cape Town,2009-04-18,GR Viswanath,EC Hendrikse,K Hariharan,BR Doctrove,RB Tiffin,Royal Challengers Bangalore,normal,R Dravid,bat,Royal Challengers Bangalore,0,Newlands,Royal Challengers Bangalore,Rajasthan Royals,20.0,134,75,0
508,IPL-2009,6,Cape Town,2009-04-19,Yashpal Sharma,MW Brown,AL Hill,MR Benson,SD Ranade,Delhi Daredevils,normal,DL Vettori,field,Delhi Daredevils,1,Newlands,Delhi Daredevils,Kings XI Punjab,6.0,54,0,10
509,IPL-2009,6,Cape Town,2009-04-19,Yashpal Sharma,MW Brown,SD Ranade,MR Benson,BR Doctrove,Deccan Chargers,normal,RP Singh,bat,Kolkata Knight Riders,0,Newlands,Deccan Chargers,Kolkata Knight Riders,20.0,102,0,8
510,IPL-2009,6,Port Elizabeth,2009-04-20,GR Viswanath,S George,RB Tiffin,BG Jerling,SJA Taufel,Chennai Super Kings,normal,M Muralitharan,bat,Chennai Super Kings,0,St George's Park,Royal Challengers Bangalore,Chennai Super Kings,20.0,180,92,0
511,IPL-2009,6,Durban,2009-04-21,D Govindjee,EC Hendrikse,TH Wijewardene,DJ Harper,SD Ranade,Kolkata Knight Riders,normal,CH Gayle,field,Kolkata Knight Riders,1,Kingsmead,Kings XI Punjab,Kolkata Knight Riders,9.2,69,11,0
512,IPL-2009,6,Cape Town,2009-04-22,Yashpal Sharma,,MR Benson,M Erasmus,AM Saheba,Deccan Chargers,normal,AC Gilchrist,bat,Deccan Chargers,0,Newlands,Royal Challengers Bangalore,Deccan Chargers,20.0,185,24,0
513,IPL-2009,6,Durban,2009-04-23,D Govindjee,ZTA Ndamane,SD Ranade,BR Doctrove,SJA Taufel,Delhi Daredevils,normal,AB de Villiers,bat,Delhi Daredevils,0,Kingsmead,Chennai Super Kings,Delhi Daredevils,20.0,190,9,0
514,IPL-2009,6,Cape Town,2009-04-23,GR Viswanath,EC Hendrikse,AM Saheba,MR Benson,M Erasmus,,tie,YK Pathan,field,Kolkata Knight Riders,0,Newlands,Kolkata Knight Riders,Rajasthan Royals,20.0,151,0,0
515,IPL-2009,6,Durban,2009-04-24,D Govindjee,ZTA Ndamane,SJA Taufel,BR Doctrove,TH Wijewardene,Kings XI Punjab,normal,RS Bopara,bat,Royal Challengers Bangalore,0,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,20.0,169,0,7
516,IPL-2009,6,Durban,2009-04-25,D Govindjee,ZTA Ndamane,SD Ranade,HDPK Dharmasena,SJA Taufel,Deccan Chargers,normal,PP Ojha,bat,Deccan Chargers,0,Kingsmead,Deccan Chargers,Mumbai Indians,20.0,169,12,0
517,IPL-2009,6,Port Elizabeth,2009-04-26,Yashpal Sharma,S George,BR Doctrove,S Asnani,BG Jerling,Delhi Daredevils,normal,TM Dilshan,bat,Royal Challengers Bangalore,0,St George's Park,Royal Challengers Bangalore,Delhi Daredevils,20.0,150,0,6
518,IPL-2009,6,Cape Town,2009-04-26,GR Viswanath,EC Hendrikse,MR Benson,M Erasmus,K Hariharan,Kings XI Punjab,normal,KC Sangakkara,bat,Kings XI Punjab,0,Newlands,Kings XI Punjab,Rajasthan Royals,20.0,140,27,0
519,IPL-2009,6,Durban,2009-04-27,D Govindjee,MW Brown,SD Ranade,IL Howell,TH Wijewardene,Deccan Chargers,normal,HH Gibbs,field,Deccan Chargers,0,Kingsmead,Chennai Super Kings,Deccan Chargers,20.0,166,0,6
520,IPL-2009,6,Port Elizabeth,2009-04-27,Yashpal Sharma,S George,S Asnani,BG Jerling,RB Tiffin,Mumbai Indians,normal,SR Tendulkar,bat,Mumbai Indians,0,St George's Park,Kolkata Knight Riders,Mumbai Indians,20.0,188,92,0
521,IPL-2009,6,Centurion,2009-04-28,J Srinath,JD Cloete,DJ Harper,GAV Baxter,RE Koertzen,Rajasthan Royals,normal,YK Pathan,bat,Delhi Daredevils,0,SuperSport Park,Delhi Daredevils,Rajasthan Royals,20.0,144,0,5
522,IPL-2009,6,Durban,2009-04-29,D Govindjee,ZTA Ndamane,SL Shastri,MR Benson,TH Wijewardene,Royal Challengers Bangalore,normal,MV Boucher,bat,Kolkata Knight Riders,0,Kingsmead,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,140,0,5
523,IPL-2009,6,Durban,2009-04-29,D Govindjee,ZTA Ndamane,TH Wijewardene,MR Benson,SL Shastri,Kings XI Punjab,normal,KC Sangakkara,bat,Kings XI Punjab,0,Kingsmead,Kings XI Punjab,Mumbai Indians,20.0,120,3,0
524,IPL-2009,6,Centurion,2009-04-30,GR Viswanath,JD Cloete,RE Koertzen,GAV Baxter,AM Saheba,Delhi Daredevils,normal,DP Nannes,field,Delhi Daredevils,0,SuperSport Park,Deccan Chargers,Delhi Daredevils,20.0,149,0,6
525,IPL-2009,6,Centurion,2009-04-30,GR Viswanath,JD Cloete,AM Saheba,GAV Baxter,RE Koertzen,Chennai Super Kings,normal,SK Raina,field,Rajasthan Royals,0,SuperSport Park,Chennai Super Kings,Rajasthan Royals,20.0,165,38,0
526,IPL-2009,6,East London,2009-05-01,Yashpal Sharma,S George,BR Doctrove,M Erasmus,SK Tarapore,Mumbai Indians,normal,JP Duminy,bat,Mumbai Indians,0,Buffalo Park,Kolkata Knight Riders,Mumbai Indians,20.0,149,9,0
527,IPL-2009,6,Durban,2009-05-01,D Govindjee,EC Hendrikse,SJA Taufel,HDPK Dharmasena,S Ravi,Royal Challengers Bangalore,normal,Yuvraj Singh,bat,Royal Challengers Bangalore,0,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,20.0,146,8,0
528,IPL-2009,6,Port Elizabeth,2009-05-02,S Venkataraghavan,S George,MR Benson,S Asnani,BG Jerling,Rajasthan Royals,normal,YK Pathan,bat,Deccan Chargers,0,St George's Park,Deccan Chargers,Rajasthan Royals,20.0,142,0,3
529,IPL-2009,6,Johannesburg,2009-05-02,GR Viswanath,KH Hurter,SS Hazare,DJ Harper,RE Koertzen,Chennai Super Kings,normal,SB Jakati,field,Delhi Daredevils,0,New Wanderers Stadium,Chennai Super Kings,Delhi Daredevils,20.0,164,18,0
530,IPL-2009,6,Port Elizabeth,2009-05-03,S Venkataraghavan,S George,BG Jerling,S Asnani,MR Benson,Kings XI Punjab,normal,DPMD Jayawardene,bat,Kolkata Knight Riders,0,St George's Park,Kings XI Punjab,Kolkata Knight Riders,20.0,154,0,6
531,IPL-2009,6,Johannesburg,2009-05-03,GR Viswanath,ZTA Ndamane,K Hariharan,RE Koertzen,TH Wijewardene,Royal Challengers Bangalore,normal,JH Kallis,bat,Mumbai Indians,0,New Wanderers Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,150,0,9
532,IPL-2009,6,East London,2009-05-04,Yashpal Sharma,S George,SK Tarapore,BR Doctrove,M Erasmus,Chennai Super Kings,normal,MS Dhoni,bat,Chennai Super Kings,0,Buffalo Park,Chennai Super Kings,Deccan Chargers,20.0,179,78,0
533,IPL-2009,6,Durban,2009-05-05,J Srinath,KH Hurter,GAV Baxter,SS Hazare,IL Howell,Rajasthan Royals,normal,GC Smith,field,Kings XI Punjab,0,Kingsmead,Kings XI Punjab,Rajasthan Royals,20.0,212,78,0
534,IPL-2009,6,Durban,2009-05-05,J Srinath,KH Hurter,S Ravi,GAV Baxter,IL Howell,Delhi Daredevils,normal,G Gambhir,bat,Kolkata Knight Riders,0,Kingsmead,Delhi Daredevils,Kolkata Knight Riders,20.0,155,0,9
535,IPL-2009,6,Centurion,2009-05-06,GR Viswanath,JD Cloete,K Hariharan,MR Benson,HDPK Dharmasena,Deccan Chargers,normal,RG Sharma,bat,Deccan Chargers,0,SuperSport Park,Deccan Chargers,Mumbai Indians,20.0,146,19,0
536,IPL-2009,6,Centurion,2009-05-07,S Venkataraghavan,JD Cloete,TH Wijewardene,K Hariharan,DJ Harper,Rajasthan Royals,normal,A Singh,field,Rajasthan Royals,0,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals,20.0,106,0,7
537,IPL-2009,6,Centurion,2009-05-07,S Venkataraghavan,JD Cloete,K Hariharan,DJ Harper,TH Wijewardene,Chennai Super Kings,normal,ML Hayden,bat,Chennai Super Kings,1,SuperSport Park,Chennai Super Kings,Kings XI Punjab,18.0,187,12,0
538,IPL-2009,6,East London,2009-05-08,Yashpal Sharma,S George,BG Jerling,M Erasmus,SK Tarapore,Delhi Daredevils,normal,A Nehra,bat,Mumbai Indians,0,Buffalo Park,Delhi Daredevils,Mumbai Indians,20.0,117,0,7
539,IPL-2009,6,Kimberley,2009-05-09,J Srinath,KH Hurter,HDPK Dharmasena,GAV Baxter,AM Saheba,Kings XI Punjab,normal,DPMD Jayawardene,field,Kings XI Punjab,0,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab,20.0,169,0,3
540,IPL-2009,6,Kimberley,2009-05-09,J Srinath,KH Hurter,AM Saheba,GAV Baxter,HDPK Dharmasena,Chennai Super Kings,normal,S Badrinath,bat,Rajasthan Royals,0,De Beers Diamond Oval,Chennai Super Kings,Rajasthan Royals,20.0,141,0,7
541,IPL-2009,6,Port Elizabeth,2009-05-10,Yashpal Sharma,S George,IL Howell,BR Doctrove,BG Jerling,Mumbai Indians,normal,JP Duminy,bat,Mumbai Indians,0,St George's Park,Royal Challengers Bangalore,Mumbai Indians,20.0,158,16,0
542,IPL-2009,6,Johannesburg,2009-05-10,S Venkataraghavan,ZTA Ndamane,S Ravi,SL Shastri,RB Tiffin,Delhi Daredevils,normal,A Mishra,field,Delhi Daredevils,0,New Wanderers Stadium,Delhi Daredevils,Kolkata Knight Riders,20.0,124,0,7
543,IPL-2009,6,Kimberley,2009-05-11,J Srinath,KH Hurter,S Asnani,GAV Baxter,HDPK Dharmasena,Deccan Chargers,normal,DR Smith,bat,Deccan Chargers,0,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals,20.0,167,53,0
544,IPL-2009,6,Centurion,2009-05-12,Yashpal Sharma,JD Cloete,RE Koertzen,M Erasmus,SS Hazare,Royal Challengers Bangalore,normal,LRPL Taylor,field,Royal Challengers Bangalore,0,SuperSport Park,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,174,0,6
545,IPL-2009,6,Centurion,2009-05-12,Yashpal Sharma,JD Cloete,M Erasmus,SS Hazare,RE Koertzen,Mumbai Indians,normal,Harbhajan Singh,bat,Kings XI Punjab,0,SuperSport Park,Kings XI Punjab,Mumbai Indians,20.0,120,0,8
546,IPL-2009,6,Durban,2009-05-13,D Govindjee,MW Brown,RB Tiffin,DJ Harper,SL Shastri,Delhi Daredevils,normal,R Bhatia,field,Deccan Chargers,0,Kingsmead,Deccan Chargers,Delhi Daredevils,20.0,174,12,0
547,IPL-2009,6,Durban,2009-05-14,D Govindjee,MW Brown,SL Shastri,BR Doctrove,DJ Harper,Royal Challengers Bangalore,normal,LRPL Taylor,bat,Chennai Super Kings,0,Kingsmead,Royal Challengers Bangalore,Chennai Super Kings,20.0,130,0,2
548,IPL-2009,6,Durban,2009-05-14,D Govindjee,MW Brown,SL Shastri,BR Doctrove,DJ Harper,Rajasthan Royals,normal,SK Warne,bat,Rajasthan Royals,0,Kingsmead,Mumbai Indians,Rajasthan Royals,20.0,146,2,0
549,IPL-2009,6,Bloemfontein,2009-05-15,J Srinath,ZTA Ndamane,S Asnani,HDPK Dharmasena,IL Howell,Kings XI Punjab,normal,B Lee,field,Kings XI Punjab,0,OUTsurance Oval,Delhi Daredevils,Kings XI Punjab,20.0,121,0,6
550,IPL-2009,6,Port Elizabeth,2009-05-16,Yashpal Sharma,S George,BG Jerling,SK Tarapore,SJA Taufel,Chennai Super Kings,normal,ML Hayden,bat,Mumbai Indians,0,St George's Park,Chennai Super Kings,Mumbai Indians,20.0,148,0,7
551,IPL-2009,6,Johannesburg,2009-05-16,S Venkataraghavan,KH Hurter,SL Shastri,RE Koertzen,S Ravi,Deccan Chargers,normal,RG Sharma,field,Deccan Chargers,0,New Wanderers Stadium,Deccan Chargers,Kolkata Knight Riders,20.0,161,0,6
552,IPL-2009,6,Johannesburg,2009-05-17,S Venkataraghavan,KH Hurter,GAV Baxter,S Ravi,RB Tiffin,Kings XI Punjab,normal,Yuvraj Singh,field,Deccan Chargers,0,New Wanderers Stadium,Deccan Chargers,Kings XI Punjab,20.0,135,1,0
553,IPL-2009,6,Bloemfontein,2009-05-17,J Srinath,ZTA Ndamane,HDPK Dharmasena,SS Hazare,IL Howell,Delhi Daredevils,normal,AB de Villiers,bat,Delhi Daredevils,0,OUTsurance Oval,Delhi Daredevils,Rajasthan Royals,20.0,151,14,0
554,IPL-2009,6,Centurion,2009-05-18,S Venkataraghavan,JD Cloete,SK Tarapore,SJA Taufel,RB Tiffin,Kolkata Knight Riders,normal,BJ Hodge,bat,Chennai Super Kings,0,SuperSport Park,Chennai Super Kings,Kolkata Knight Riders,20.0,189,0,7
555,IPL-2009,6,Johannesburg,2009-05-19,J Srinath,KH Hurter,S Asnani,IL Howell,RB Tiffin,Royal Challengers Bangalore,normal,JH Kallis,bat,Delhi Daredevils,0,New Wanderers Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,135,0,7
556,IPL-2009,6,Durban,2009-05-20,D Govindjee,EC Hendrikse,SS Hazare,BG Jerling,SJA Taufel,Kolkata Knight Riders,normal,LR Shukla,field,Kolkata Knight Riders,0,Kingsmead,Kolkata Knight Riders,Rajasthan Royals,20.0,102,0,4
557,IPL-2009,6,Durban,2009-05-20,D Govindjee,EC Hendrikse,SS Hazare,BG Jerling,SJA Taufel,Chennai Super Kings,normal,M Muralitharan,bat,Chennai Super Kings,0,Kingsmead,Chennai Super Kings,Kings XI Punjab,20.0,117,24,0
558,IPL-2009,6,Centurion,2009-05-21,S Venkataraghavan,MW Brown,SK Tarapore,IL Howell,S Ravi,Delhi Daredevils,normal,V Sehwag,field,Delhi Daredevils,0,SuperSport Park,Delhi Daredevils,Mumbai Indians,20.0,166,0,4
559,IPL-2009,6,Centurion,2009-05-21,S Venkataraghavan,MW Brown,SK Tarapore,IL Howell,S Ravi,Royal Challengers Bangalore,normal,MK Pandey,bat,Royal Challengers Bangalore,0,SuperSport Park,Royal Challengers Bangalore,Deccan Chargers,20.0,171,12,0
560,IPL-2009,6,Centurion,2009-05-22,S Venkataraghavan,JD Cloete,RE Koertzen,BR Doctrove,DJ Harper,Deccan Chargers,normal,AC Gilchrist,field,Deccan Chargers,0,SuperSport Park,Delhi Daredevils,Deccan Chargers,20.0,154,0,6
561,IPL-2009,6,Johannesburg,2009-05-23,J Srinath,KH Hurter,IL Howell,RE Koertzen,SJA Taufel,Royal Challengers Bangalore,normal,MK Pandey,field,Royal Challengers Bangalore,0,New Wanderers Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,147,0,6
562,IPL-2009,6,Johannesburg,2009-05-24,J Srinath,ZTA Ndamane,DJ Harper,RE Koertzen,SJA Taufel,Deccan Chargers,normal,A Kumble,field,Royal Challengers Bangalore,0,New Wanderers Stadium,Royal Challengers Bangalore,Deccan Chargers,20.0,144,6,0
563,IPL-2010,6,Mumbai,2010-03-12,AJ Pycroft,SN Bandekar,BG Jerling,RE Koertzen,RB Tiffin,Kolkata Knight Riders,normal,AD Mathews,field,Deccan Chargers,0,Dr DY Patil Sports Academy,Deccan Chargers,Kolkata Knight Riders,20.0,162,11,0
564,IPL-2010,6,Mumbai,2010-03-13,AJ Pycroft,VM Bandiwadekar,BG Jerling,RE Koertzen,RB Tiffin,Mumbai Indians,normal,YK Pathan,bat,Mumbai Indians,0,Brabourne Stadium,Mumbai Indians,Rajasthan Royals,20.0,213,4,0
565,IPL-2010,6,Chandigarh,2010-03-13,S Venkataraghavan,C Shamshuddin,SK Tarapore,BR Doctrove,S Ravi,Delhi Daredevils,normal,G Gambhir,field,Delhi Daredevils,0,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,20.0,143,0,5
566,IPL-2010,6,Kolkata,2010-03-14,Yashpal Sharma,R Shankar,M Erasmus,HDPK Dharmasena,AM Saheba,Kolkata Knight Riders,normal,MK Tiwary,field,Kolkata Knight Riders,0,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,136,0,7
567,IPL-2010,6,Chennai,2010-03-14,D Govindjee,J Madanagopal,S Das,K Hariharan,DJ Harper,Deccan Chargers,normal,WPUJC Vaas,bat,Deccan Chargers,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,20.0,191,31,0
568,IPL-2010,6,Ahmedabad,2010-03-15,AJ Pycroft,S Dua,RB Tiffin,BG Jerling,RE Koertzen,Delhi Daredevils,normal,V Sehwag,field,Delhi Daredevils,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,Delhi Daredevils,20.0,142,0,6
569,IPL-2010,6,Bangalore,2010-03-16,D Govindjee,KN Ananthapadmanabhan,K Hariharan,S Das,DJ Harper,Royal Challengers Bangalore,normal,JH Kallis,bat,Kings XI Punjab,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,204,0,8
570,IPL-2010,6,Kolkata,2010-03-16,Yashpal Sharma,R Shankar,M Erasmus,HDPK Dharmasena,AM Saheba,Chennai Super Kings,normal,MS Dhoni,bat,Chennai Super Kings,0,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,20.0,165,55,0
571,IPL-2010,6,Delhi,2010-03-17,S Venkataraghavan,A Chaudhary,S Ravi,BR Doctrove,SK Tarapore,Mumbai Indians,normal,SR Tendulkar,field,Delhi Daredevils,0,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,20.0,219,98,0
572,IPL-2010,6,Bangalore,2010-03-18,D Govindjee,KN Ananthapadmanabhan,S Das,K Hariharan,DJ Harper,Royal Challengers Bangalore,normal,JH Kallis,field,Royal Challengers Bangalore,0,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,20.0,93,0,10
