Unnamed: 0,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpires,winner,player_of_match,toss_decision,toss_winner,venue,team_a,team_b,target_overs,target_runs
590,6,Delhi,2010-03-31,RS Mahanama,A Chaudhary,SS Hazare,"HDPK Dharmasena, SJA Taufel",Delhi Daredevils,KD Karthik,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,20.0,189
591,6,Kolkata,2010-04-01,GR Viswanath,R Shankar,S Asnani,"K Hariharan, DJ Harper",Kolkata Knight Riders,SC Ganguly,bat,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,20.0,182
592,6,Chandigarh,2010-04-02,D Govindjee,C Shamshuddin,AM Saheba,"BF Bowden, M Erasmus",Royal Challengers Bangalore,KP Pietersen,bat,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,20.0,182
593,6,Chennai,2010-04-03,AJ Pycroft,J Madanagopal,BG Jerling,"RE Koertzen, RB Tiffin",Chennai Super Kings,M Vijay,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,20.0,247
594,6,Mumbai,2010-04-03,S Venkataraghavan,SN Bandekar,SK Tarapore,"BR Doctrove, S Ravi",Mumbai Indians,AT Rayudu,bat,Mumbai Indians,Brabourne Stadium,Mumbai Indians,Deccan Chargers,20.0,179
595,6,Kolkata,2010-04-04,J Srinath,R Shankar,K Hariharan,"S Asnani, DJ Harper",Kings XI Punjab,DPMD Jayawardene,bat,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,201
596,6,Delhi,2010-04-04,D Govindjee,A Chaudhary,AM Saheba,"BF Bowden, M Erasmus",Delhi Daredevils,PD Collingwood,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,20.0,185
597,6,Nagpur,2010-04-05,RS Mahanama,VM Bandiwadekar,SS Hazare,"HDPK Dharmasena, SJA Taufel",Rajasthan Royals,SK Warne,bat,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Rajasthan Royals,20.0,160
598,6,Chennai,2010-04-06,J Srinath,J Madanagopal,K Hariharan,"S Asnani, DJ Harper",Chennai Super Kings,SK Raina,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,20.0,166
599,6,Jaipur,2010-04-07,S Venkataraghavan,K Sharma,BR Doctrove,"S Ravi, SK Tarapore",Rajasthan Royals,MJ Lumb,bat,Kings XI Punjab,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,20.0,154
600,6,Kolkata,2010-04-07,AJ Pycroft,R Shankar,RB Tiffin,"BG Jerling, RE Koertzen",Kolkata Knight Riders,SC Ganguly,bat,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,20.0,182
601,6,Bangalore,2010-04-08,J Srinath,KN Ananthapadmanabhan,K Hariharan,"S Asnani, DJ Harper",Deccan Chargers,TL Suman,field,Deccan Chargers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,20.0,185
602,6,Chandigarh,2010-04-09,D Govindjee,C Shamshuddin,BF Bowden,"M Erasmus, AM Saheba",Kings XI Punjab,KC Sangakkara,bat,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,20.0,155
603,6,Nagpur,2010-04-10,RS Mahanama,VM Bandiwadekar,SS Hazare,"HDPK Dharmasena, SJA Taufel",Deccan Chargers,RJ Harris,bat,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Chennai Super Kings,20.0,139
604,6,Bangalore,2010-04-10,J Srinath,KN Ananthapadmanabhan,S Asnani,"K Hariharan, DJ Harper",Royal Challengers Bangalore,R Vinay Kumar,field,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,161
605,6,Delhi,2010-04-11,D Govindjee,A Chaudhary,M Erasmus,"BF Bowden, AM Saheba",Kings XI Punjab,PP Chawla,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,112
606,6,Jaipur,2010-04-11,S Venkataraghavan,K Sharma,S Ravi,"BR Doctrove, SK Tarapore",Mumbai Indians,SR Tendulkar,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,20.0,175
607,6,Nagpur,2010-04-12,AJ Pycroft,VM Bandiwadekar,BG Jerling,"RE Koertzen, RB Tiffin",Deccan Chargers,Harmeet Singh,field,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Royal Challengers Bangalore,20.0,152
608,6,Mumbai,2010-04-13,J Srinath,SN Bandekar,K Hariharan,"S Asnani, DJ Harper",Mumbai Indians,KA Pollard,bat,Mumbai Indians,Brabourne Stadium,Mumbai Indians,Delhi Daredevils,20.0,184
609,6,Chennai,2010-04-13,GR Viswanath,J Madanagopal,HDPK Dharmasena,"SS Hazare, SJA Taufel",Chennai Super Kings,R Ashwin,bat,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,20.0,140
610,6,Jaipur,2010-04-14,S Venkataraghavan,K Sharma,SK Tarapore,"BR Doctrove, S Ravi",Royal Challengers Bangalore,KP Pietersen,bat,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,131
611,6,Chennai,2010-04-15,GR Viswanath,J Madanagopal,SJA Taufel,"HDPK Dharmasena, SS Hazare",Delhi Daredevils,G Gambhir,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,20.0,113
612,6,Dharamsala,2010-04-16,D Govindjee,C Shamshuddin,BF Bowden,"M Erasmus, AM Saheba",Deccan Chargers,RG Sharma,field,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Deccan Chargers,20.0,175
613,6,Bangalore,2010-04-17,GR Viswanath,KN Ananthapadmanabhan,SS Hazare,"HDPK Dharmasena, SJA Taufel",Mumbai Indians,R McLaren,field,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,192
614,6,Kolkata,2010-04-17,AJ Pycroft,R Shankar,RE Koertzen,"BG Jerling, RB Tiffin",Kolkata Knight Riders,JD Unadkat,bat,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,133
615,6,Dharamsala,2010-04-18,D Govindjee,C Shamshuddin,M Erasmus,"BF Bowden, AM Saheba",Chennai Super Kings,MS Dhoni,field,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings,20.0,193
616,6,Delhi,2010-04-18,S Venkataraghavan,A Chaudhary,S Ravi,"BR Doctrove, SK Tarapore",Deccan Chargers,A Symonds,bat,Deccan Chargers,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,20.0,146
617,6,Kolkata,2010-04-19,AJ Pycroft,R Shankar,RB Tiffin,"BG Jerling, RE Koertzen",Kolkata Knight Riders,M Kartik,bat,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,134
618,6,Mumbai,2010-04-21,J Srinath,SN Bandekar,DJ Harper,"BR Doctrove, RB Tiffin",Mumbai Indians,KA Pollard,bat,Mumbai Indians,Dr DY Patil Sports Academy,Royal Challengers Bangalore,Mumbai Indians,20.0,185
619,6,Mumbai,2010-04-22,J Srinath,SN Bandekar,DJ Harper,"BR Doctrove, RB Tiffin",Chennai Super Kings,DE Bollinger,bat,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,Deccan Chargers,20.0,143
620,6,Mumbai,2010-04-24,S Venkataraghavan,SN Bandekar,S Ravi,"RE Koertzen, SJA Taufel",Royal Challengers Bangalore,A Kumble,bat,Deccan Chargers,Dr DY Patil Sports Academy,Royal Challengers Bangalore,Deccan Chargers,20.0,83
621,6,Mumbai,2010-04-25,S Venkataraghavan,SN Bandekar,S Ravi,"RE Koertzen, SJA Taufel",Chennai Super Kings,SK Raina,bat,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,Mumbai Indians,20.0,169
622,6,Chennai,2011-04-08,J Srinath,K Srinath,S Asnani,"BR Doctrove, PR Reiffel",Chennai Super Kings,S Anirudha,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,20.0,154
623,6,Hyderabad,2011-04-09,AJ Pycroft,C Shamshuddin,SS Hazare,"RE Koertzen, SK Tarapore",Rajasthan Royals,SK Trivedi,field,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,20.0,138
624,6,Kochi,2011-04-09,Raju Mukherjee,KN Ananthapadmanabhan,AL Hill,"HDPK Dharmasena, K Hariharan",Royal Challengers Bangalore,AB de Villiers,bat,Kochi Tuskers Kerala,Nehru Stadium,Kochi Tuskers Kerala,Royal Challengers Bangalore,20.0,162
625,6,Delhi,2011-04-10,S Venkataraghavan,A Chaudhary,SL Shastri,"AM Saheba, RB Tiffin",Mumbai Indians,SL Malinga,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,20.0,96
626,6,Mumbai,2011-04-10,J Srinath,NA Patwardhan,S Asnani,"BR Doctrove, PR Reiffel",Pune Warriors,SB Wagh,bat,Kings XI Punjab,Dr DY Patil Sports Academy,Pune Warriors,Kings XI Punjab,20.0,113
627,6,Kolkata,2011-04-11,D Govindjee,S Das,S Ravi,"RE Koertzen, SK Tarapore",Kolkata Knight Riders,JH Kallis,bat,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,20.0,164
628,6,Jaipur,2011-04-12,AJ Pycroft,R Subramanian,SS Hazare,"Aleem Dar, RB Tiffin",Rajasthan Royals,SK Warne,bat,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,20.0,152
629,6,Bangalore,2011-04-12,Raju Mukherjee,CK Nandan,K Hariharan,"HDPK Dharmasena, AL Hill",Mumbai Indians,SR Tendulkar,field,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,141
630,6,Chandigarh,2011-04-13,S Venkataraghavan,K Bharatan,AM Saheba,"Asad Rauf, SL Shastri",Kings XI Punjab,PC Valthaty,field,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,20.0,189
631,6,Mumbai,2011-04-13,J Srinath,NA Patwardhan,BR Doctrove,"S Asnani, PR Reiffel",Pune Warriors,MD Mishra,bat,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,Pune Warriors,Kochi Tuskers Kerala,20.0,149
632,6,Hyderabad,2011-04-14,D Govindjee,C Shamshuddin,SK Tarapore,"RE Koertzen, S Ravi",Deccan Chargers,DW Steyn,field,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,20.0,176
633,6,Jaipur,2011-04-15,AJ Pycroft,R Subramanian,RB Tiffin,"Aleem Dar, SS Hazare",Kolkata Knight Riders,G Gambhir,field,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,20.0,160
634,6,Mumbai,2011-04-15,J Srinath,VA Kulkarni,S Asnani,"BR Doctrove, PR Reiffel",Kochi Tuskers Kerala,BB McCullum,field,Kochi Tuskers Kerala,Wankhede Stadium,Mumbai Indians,Kochi Tuskers Kerala,20.0,183
635,6,Chennai,2011-04-16,Raju Mukherjee,K Srinath,K Hariharan,"HDPK Dharmasena, AL Hill",Chennai Super Kings,MEK Hussey,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,20.0,184
636,6,Hyderabad,2011-04-16,D Govindjee,C Shamshuddin,SK Tarapore,"RE Koertzen, S Ravi",Kings XI Punjab,PC Valthaty,field,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,20.0,166
637,6,Mumbai,2011-04-17,S Venkataraghavan,NA Patwardhan,SL Shastri,"Asad Rauf, AM Saheba",Delhi Daredevils,Yuvraj Singh,field,Delhi Daredevils,Dr DY Patil Sports Academy,Pune Warriors,Delhi Daredevils,20.0,188
638,6,Kolkata,2011-04-17,AJ Pycroft,S Das,SS Hazare,"Aleem Dar, RB Tiffin",Kolkata Knight Riders,L Balaji,field,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,82
639,6,Kochi,2011-04-18,Raju Mukherjee,KN Ananthapadmanabhan,HDPK Dharmasena,"K Hariharan, AL Hill",Kochi Tuskers Kerala,BB McCullum,field,Kochi Tuskers Kerala,Nehru Stadium,Kochi Tuskers Kerala,Chennai Super Kings,17.0,135
640,6,Delhi,2011-04-19,J Srinath,A Chaudhary,S Asnani,"PR Reiffel, RJ Tucker",Deccan Chargers,S Sohal,bat,Deccan Chargers,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,20.0,169
641,6,Mumbai,2011-04-20,Raju Mukherjee,VA Kulkarni,SL Shastri,"Asad Rauf, AM Saheba",Mumbai Indians,MM Patel,bat,Pune Warriors,Wankhede Stadium,Mumbai Indians,Pune Warriors,20.0,119
642,6,Kolkata,2011-04-20,AJ Pycroft,S Das,SS Hazare,"Aleem Dar, RB Tiffin",Kochi Tuskers Kerala,DPMD Jayawardene,field,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Kochi Tuskers Kerala,20.0,133
643,6,Chandigarh,2011-04-21,J Srinath,K Bharatan,RJ Tucker,"S Asnani, PR Reiffel",Kings XI Punjab,SE Marsh,field,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,196
644,6,Mumbai,2011-04-22,Raju Mukherjee,VA Kulkarni,SL Shastri,"Asad Rauf, AM Saheba",Mumbai Indians,Harbhajan Singh,field,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,165
645,6,Kolkata,2011-04-22,AJ Pycroft,S Das,Aleem Dar,"SS Hazare, RB Tiffin",Royal Challengers Bangalore,CH Gayle,field,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,172
646,6,Delhi,2011-04-23,J Srinath,A Chaudhary,PR Reiffel,"S Asnani, RE Koertzen",Delhi Daredevils,DA Warner,field,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,20.0,232
647,6,Hyderabad,2011-04-24,Raju Mukherjee,C Shamshuddin,K Hariharan,"HDPK Dharmasena, AL Hill",Mumbai Indians,SL Malinga,field,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Mumbai Indians,20.0,173
648,6,Jaipur,2011-04-24,D Govindjee,R Subramanian,S Ravi,"BR Doctrove, SK Tarapore",Rajasthan Royals,SK Warne,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kochi Tuskers Kerala,20.0,110
649,6,Chennai,2011-04-25,AJ Pycroft,K Srinath,SS Hazare,"Aleem Dar, RB Tiffin",Chennai Super Kings,MEK Hussey,field,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,20.0,143
650,6,Delhi,2011-04-26,J Srinath,A Chaudhary,PR Reiffel,"S Asnani, RJ Tucker",Royal Challengers Bangalore,V Kohli,field,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,20.0,161
651,6,Mumbai,2011-04-27,GF Labrooy,NA Patwardhan,AM Saheba,"Asad Rauf, SL Shastri",Chennai Super Kings,DE Bollinger,bat,Pune Warriors,Dr DY Patil Sports Academy,Pune Warriors,Chennai Super Kings,20.0,142
652,6,Kochi,2011-04-27,Raju Mukherjee,KN Ananthapadmanabhan,K Hariharan,"HDPK Dharmasena, AL Hill",Deccan Chargers,I Sharma,field,Kochi Tuskers Kerala,Nehru Stadium,Kochi Tuskers Kerala,Deccan Chargers,20.0,130
653,6,Delhi,2011-04-28,J Srinath,A Chaudhary,S Asnani,"PR Reiffel, RJ Tucker",Kolkata Knight Riders,MK Tiwary,field,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,20.0,149
654,6,Jaipur,2011-04-29,D Govindjee,R Subramanian,S Ravi,"Asad Rauf, SK Tarapore",Rajasthan Royals,J Botha,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,20.0,95
655,6,Bangalore,2011-04-29,AJ Pycroft,CK Nandan,RB Tiffin,"Aleem Dar, SS Hazare",Royal Challengers Bangalore,V Kohli,field,Pune Warriors,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,20.0,182
656,6,Kochi,2011-04-30,Raju Mukherjee,KN Ananthapadmanabhan,K Hariharan,"HDPK Dharmasena, AL Hill",Delhi Daredevils,V Sehwag,bat,Delhi Daredevils,Nehru Stadium,Kochi Tuskers Kerala,Delhi Daredevils,20.0,158
657,6,Kolkata,2011-04-30,GF Labrooy,S Das,RJ Tucker,"AM Saheba, SL Shastri",Kolkata Knight Riders,Iqbal Abdulla,field,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,120
658,6,Jaipur,2011-05-01,D Govindjee,R Subramanian,S Ravi,"SK Tarapore, SJA Taufel",Rajasthan Royals,LRPL Taylor,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,20.0,144
659,6,Chennai,2011-05-01,AJ Pycroft,K Srinath,SS Hazare,"Aleem Dar, RB Tiffin",Chennai Super Kings,JA Morkel,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,20.0,166
660,6,Mumbai,2011-05-02,Raju Mukherjee,VA Kulkarni,K Hariharan,"HDPK Dharmasena, PR Reiffel",Mumbai Indians,KA Pollard,field,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,160
661,6,Delhi,2011-05-02,GF Labrooy,A Chaudhary,AM Saheba,"Asad Rauf, SL Shastri",Kochi Tuskers Kerala,P Parameswaran,field,Kochi Tuskers Kerala,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,20.0,141
662,6,Hyderabad,2011-05-03,J Srinath,C Shamshuddin,PR Reiffel,"S Asnani, RJ Tucker",Kolkata Knight Riders,YK Pathan,field,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kolkata Knight Riders,20.0,170
663,6,Chennai,2011-05-04,AJ Pycroft,K Srinath,Aleem Dar,"SS Hazare, RB Tiffin",Chennai Super Kings,MEK Hussey,bat,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,20.0,148
664,6,Mumbai,2011-05-04,Raju Mukherjee,NA Patwardhan,K Hariharan,"HDPK Dharmasena, SJA Taufel",Mumbai Indians,R Sharma,field,Pune Warriors,Dr DY Patil Sports Academy,Pune Warriors,Mumbai Indians,20.0,161
665,6,Kochi,2011-05-05,D Govindjee,KN Ananthapadmanabhan,SK Tarapore,"S Ravi, RJ Tucker",Kochi Tuskers Kerala,BJ Hodge,field,Kolkata Knight Riders,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,20.0,157
666,6,Hyderabad,2011-05-05,GF Labrooy,C Shamshuddin,SL Shastri,"Asad Rauf, AM Saheba",Delhi Daredevils,V Sehwag,field,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,20.0,176
667,6,Bangalore,2011-05-06,AJ Pycroft,CK Nandan,SS Hazare,"Aleem Dar, RB Tiffin",Royal Challengers Bangalore,CH Gayle,field,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,206
668,6,Kolkata,2011-05-07,Raju Mukherjee,S Das,S Asnani,"Asad Rauf, PR Reiffel",Kolkata Knight Riders,Iqbal Abdulla,bat,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,10.0,52
669,6,Mumbai,2011-05-07,RS Mahanama,VA Kulkarni,HDPK Dharmasena,"K Hariharan, SJA Taufel",Mumbai Indians,AT Rayudu,field,Delhi Daredevils,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,20.0,179
670,6,Bangalore,2011-05-08,AJ Pycroft,CK Nandan,RB Tiffin,"Aleem Dar, SS Hazare",Royal Challengers Bangalore,CH Gayle,bat,Kochi Tuskers Kerala,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kochi Tuskers Kerala,20.0,126
671,6,Chandigarh,2011-05-08,D Govindjee,K Bharatan,S Ravi,"SK Tarapore, RJ Tucker",Pune Warriors,R Sharma,bat,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Pune Warriors,20.0,120
672,6,Jaipur,2011-05-09,RS Mahanama,R Subramanian,HDPK Dharmasena,"K Hariharan, SJA Taufel",Chennai Super Kings,M Vijay,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,20.0,197
673,6,Hyderabad,2011-05-10,GF Labrooy,C Shamshuddin,SL Shastri,"Asad Rauf, AM Saheba",Pune Warriors,MR Marsh,bat,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Pune Warriors,20.0,137
674,6,Chandigarh,2011-05-10,D Govindjee,K Bharatan,,"SK Tarapore, RJ Tucker",Kings XI Punjab,BA Bhatt,field,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,20.0,164
675,6,Jaipur,2011-05-11,RS Mahanama,R Subramanian,SJA Taufel,"HDPK Dharmasena, K Hariharan",Royal Challengers Bangalore,S Aravind,field,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,147
676,6,Chennai,2011-05-12,GF Labrooy,K Srinath,Asad Rauf,"AM Saheba, SL Shastri",Chennai Super Kings,MS Dhoni,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,20.0,177
677,6,Indore,2011-05-13,Raju Mukherjee,NA Patwardhan,PR Reiffel,"S Asnani, RJ Tucker",Kings XI Punjab,KD Karthik,field,Kings XI Punjab,Holkar Cricket Stadium,Kochi Tuskers Kerala,Kings XI Punjab,20.0,179
678,6,Bangalore,2011-05-14,AJ Pycroft,CK Nandan,SS Hazare,"RE Koertzen, RB Tiffin",Royal Challengers Bangalore,CH Gayle,field,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,13.0,102
679,6,Mumbai,2011-05-14,D Govindjee,VA Kulkarni,SJA Taufel,"S Ravi, SK Tarapore",Deccan Chargers,A Mishra,bat,Deccan Chargers,Wankhede Stadium,Mumbai Indians,Deccan Chargers,20.0,136
680,6,Dharamsala,2011-05-15,GF Labrooy,K Bharatan,AM Saheba,"Asad Rauf, SL Shastri",Kings XI Punjab,PP Chawla,field,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,20.0,171
681,6,Indore,2011-05-15,RS Mahanama,NA Patwardhan,S Asnani,"PR Reiffel, RJ Tucker",Kochi Tuskers Kerala,BJ Hodge,field,Kochi Tuskers Kerala,Holkar Cricket Stadium,Kochi Tuskers Kerala,Rajasthan Royals,20.0,98
682,6,Mumbai,2011-05-16,D Govindjee,NA Patwardhan,SJA Taufel,"S Ravi, SK Tarapore",Deccan Chargers,A Mishra,field,Deccan Chargers,Dr DY Patil Sports Academy,Pune Warriors,Deccan Chargers,20.0,137
683,6,Dharamsala,2011-05-17,GF Labrooy,K Bharatan,SL Shastri,"Asad Rauf, AM Saheba",Kings XI Punjab,AC Gilchrist,bat,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Royal Challengers Bangalore,20.0,233
684,6,Chennai,2011-05-18,RS Mahanama,K Srinath,K Hariharan,"HDPK Dharmasena, RE Koertzen",Chennai Super Kings,WP Saha,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kochi Tuskers Kerala,20.0,153
685,6,Mumbai,2011-05-19,D Govindjee,NA Patwardhan,SK Tarapore,"S Ravi, SJA Taufel",Kolkata Knight Riders,YK Pathan,field,Kolkata Knight Riders,Dr DY Patil Sports Academy,Pune Warriors,Kolkata Knight Riders,20.0,119
686,6,Mumbai,2011-05-20,J Srinath,VA Kulkarni,S Asnani,"RE Koertzen, PR Reiffel",Rajasthan Royals,SR Watson,bat,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,20.0,134
687,6,Dharamsala,2011-05-21,GF Labrooy,K Bharatan,SL Shastri,"Asad Rauf, AM Saheba",Deccan Chargers,S Dhawan,field,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Deccan Chargers,20.0,199
688,6,Delhi,2011-05-21,AJ Pycroft,A Chaudhary,RB Tiffin,"SS Hazare, RJ Tucker",,,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Pune Warriors,0.0,0
689,6,Bangalore,2011-05-22,RS Mahanama,CK Nandan,HDPK Dharmasena,"K Hariharan, RE Koertzen",Royal Challengers Bangalore,CH Gayle,field,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,129
690,6,Kolkata,2011-05-22,D Govindjee,S Das,S Ravi,"SK Tarapore, SJA Taufel",Mumbai Indians,JEC Franklin,field,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,20.0,176
691,6,Mumbai,2011-05-24,RS Mahanama,VA Kulkarni,PR Reiffel,"Asad Rauf, SJA Taufel",Chennai Super Kings,SK Raina,field,Chennai Super Kings,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,176
692,6,Mumbai,2011-05-25,RS Mahanama,VN Kulkarni,PR Reiffel,"Asad Rauf, SJA Taufel",Mumbai Indians,MM Patel,field,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,148
693,6,Chennai,2011-05-27,RS Mahanama,K Srinath,HDPK Dharmasena,"Asad Rauf, SJA Taufel",Royal Challengers Bangalore,CH Gayle,field,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,20.0,186
694,6,Chennai,2011-05-28,RS Mahanama,K Srinath,HDPK Dharmasena,"Asad Rauf, SJA Taufel",Chennai Super Kings,M Vijay,bat,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,20.0,206
