Unnamed: 0,balls_per_over,city,dates,match_referees,reserve_umpires,tv_umpires,umpires,winner,player_of_match,toss_decision,toss_winner,venue,team_a,team_b,target_overs,target_runs
478,6,Chennai,2008-05-10,J Srinath,S Ravi,I Shivram,"AV Jayaprakash, BG Jerling",Chennai Super Kings,L Balaji,field,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,20.0,182
479,6,Hyderabad,2008-05-11,Talat Ali,,BF Bowden,"IL Howell, AM Saheba",Kolkata Knight Riders,SC Ganguly,bat,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kolkata Knight Riders,20.0,205
480,6,Jaipur,2008-05-11,FM Engineer,,MSS Ranawat,"SJ Davis, RE Koertzen",Rajasthan Royals,SR Watson,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,20.0,157
481,6,Chandigarh,2008-05-12,CH Lloyd,HS Sekhon,Jasbir Singh,"BR Doctrove, I Shivram",Kings XI Punjab,SE Marsh,bat,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,20.0,144
482,6,Kolkata,2008-05-13,Talat Ali,,AV Jayaprakash,"Asad Rauf, IL Howell",Kolkata Knight Riders,Shoaib Akhtar,bat,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,20.0,134
483,6,Mumbai,2008-05-14,J Srinath,RM Deshpande,RE Koertzen,"BR Doctrove, AM Saheba",Mumbai Indians,ST Jayasuriya,field,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,20.0,157
484,6,Chandigarh,2008-05-28,S Venkataraghavan,MS Mahal,DJ Harper,"SJ Davis, K Hariharan",Kings XI Punjab,SE Marsh,field,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,222
485,6,Delhi,2008-05-15,CH Lloyd,,Asad Rauf,"BG Jerling, GA Pratapkumar",Delhi Daredevils,A Mishra,field,Deccan Chargers,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,20.0,195
486,6,Mumbai,2008-05-16,FM Engineer,SN Bandekar,I Shivram,"BR Doctrove, DJ Harper",Mumbai Indians,SM Pollock,field,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,68
487,6,Delhi,2008-05-17,CH Lloyd,AK Chaudhary,BG Jerling,"AV Jayaprakash, RE Koertzen",Kings XI Punjab,DPMD Jayawardene,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,8.0,89
488,6,Jaipur,2008-05-17,Talat Ali,MSS Ranawat,SJ Davis,"BF Bowden, SL Shastri",Rajasthan Royals,GC Smith,field,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,20.0,198
489,6,Hyderabad,2008-05-18,S Venkataraghavan,C Shamshuddin,I Shivram,"BR Doctrove, DJ Harper",Mumbai Indians,DJ Bravo,field,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Mumbai Indians,20.0,179
490,6,Kolkata,2008-05-18,FM Engineer,S Banerjee,AM Saheba,"Asad Rauf, K Hariharan",Chennai Super Kings,M Ntini,bat,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,8.0,53
491,6,Bangalore,2008-05-19,Talat Ali,VN Kulkarni,SL Shastri,"SJ Davis, GA Pratapkumar",Delhi Daredevils,SP Goswami,field,Delhi Daredevils,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,155
492,6,Kolkata,2008-05-20,FM Engineer,AK Mitra,K Hariharan,"BG Jerling, RE Koertzen",Rajasthan Royals,YK Pathan,field,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,20.0,148
493,6,Mumbai,2008-05-21,Talat Ali,,SL Shastri,"BF Bowden, GA Pratapkumar",Kings XI Punjab,SE Marsh,field,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,20.0,190
494,6,Chennai,2008-05-21,J Srinath,S Ravi,BR Doctrove,"DJ Harper, I Shivram",Royal Challengers Bangalore,A Kumble,bat,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,20.0,127
495,6,Chandigarh,2008-05-23,Talat Ali,HS Sekhon,AM Saheba,"Asad Rauf, SJ Davis",Kings XI Punjab,SE Marsh,field,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Deccan Chargers,20.0,176
496,6,Delhi,2008-05-24,CH Lloyd,,BG Jerling,"BF Bowden, K Hariharan",Delhi Daredevils,KD Karthik,field,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,20.0,177
497,6,Chennai,2008-05-24,J Srinath,,AV Jayaprakash,"DJ Harper, SL Shastri",Rajasthan Royals,JA Morkel,bat,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,20.0,212
498,6,Bangalore,2008-05-03,Talat Ali,CK Nandan,SK Tarapore,"BR Doctrove, SL Shastri",Royal Challengers Bangalore,P Kumar,field,Deccan Chargers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,20.0,157
499,6,Kolkata,2008-05-25,S Venkataraghavan,,BR Doctrove,"SJ Davis, I Shivram",Kolkata Knight Riders,Umar Gul,bat,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,20.0,175
500,6,Jaipur,2008-05-26,CH Lloyd,MSS Ranawat,SL Shastri,"BF Bowden, K Hariharan",Rajasthan Royals,Sohail Tanvir,field,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,20.0,146
501,6,Hyderabad,2008-05-27,Talat Ali,,GA Pratapkumar,"BG Jerling, AM Saheba",Chennai Super Kings,SK Raina,bat,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Chennai Super Kings,20.0,148
502,6,Mumbai,2008-05-30,J Srinath,,BR Doctrove,"BF Bowden, RE Koertzen",Rajasthan Royals,SR Watson,field,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,Rajasthan Royals,20.0,193
503,6,Mumbai,2008-05-31,S Venkataraghavan,,K Hariharan,"Asad Rauf, DJ Harper",Chennai Super Kings,M Ntini,bat,Kings XI Punjab,Wankhede Stadium,Chennai Super Kings,Kings XI Punjab,20.0,113
504,6,Mumbai,2008-06-01,J Srinath,MR Singh,DJ Harper,"BF Bowden, RE Koertzen",Rajasthan Royals,YK Pathan,field,Rajasthan Royals,Dr DY Patil Sports Academy,Chennai Super Kings,Rajasthan Royals,20.0,164
505,6,Cape Town,2009-04-18,GR Viswanath,EC Hendrikse,RB Tiffin,"BR Doctrove, K Hariharan",Mumbai Indians,SR Tendulkar,field,Chennai Super Kings,Newlands,Chennai Super Kings,Mumbai Indians,20.0,166
506,6,Cape Town,2009-04-18,GR Viswanath,EC Hendrikse,K Hariharan,"BR Doctrove, RB Tiffin",Royal Challengers Bangalore,R Dravid,bat,Royal Challengers Bangalore,Newlands,Royal Challengers Bangalore,Rajasthan Royals,20.0,134
507,6,Cape Town,2009-04-19,Yashpal Sharma,MW Brown,AL Hill,"MR Benson, SD Ranade",Delhi Daredevils,DL Vettori,field,Delhi Daredevils,Newlands,Delhi Daredevils,Kings XI Punjab,6.0,54
508,6,Cape Town,2009-04-19,Yashpal Sharma,MW Brown,SD Ranade,"MR Benson, BR Doctrove",Deccan Chargers,RP Singh,bat,Kolkata Knight Riders,Newlands,Deccan Chargers,Kolkata Knight Riders,20.0,102
509,6,Port Elizabeth,2009-04-20,GR Viswanath,S George,RB Tiffin,"BG Jerling, SJA Taufel",Chennai Super Kings,M Muralitharan,bat,Chennai Super Kings,St George's Park,Royal Challengers Bangalore,Chennai Super Kings,20.0,180
510,6,Durban,2009-04-21,D Govindjee,EC Hendrikse,TH Wijewardene,"DJ Harper, SD Ranade",Kolkata Knight Riders,CH Gayle,field,Kolkata Knight Riders,Kingsmead,Kings XI Punjab,Kolkata Knight Riders,9.2,69
511,6,Cape Town,2009-04-22,Yashpal Sharma,,MR Benson,"M Erasmus, AM Saheba",Deccan Chargers,AC Gilchrist,bat,Deccan Chargers,Newlands,Royal Challengers Bangalore,Deccan Chargers,20.0,185
512,6,Durban,2009-04-23,D Govindjee,ZTA Ndamane,SD Ranade,"BR Doctrove, SJA Taufel",Delhi Daredevils,AB de Villiers,bat,Delhi Daredevils,Kingsmead,Chennai Super Kings,Delhi Daredevils,20.0,190
513,6,Cape Town,2009-04-23,GR Viswanath,EC Hendrikse,AM Saheba,"MR Benson, M Erasmus",,YK Pathan,field,Kolkata Knight Riders,Newlands,Kolkata Knight Riders,Rajasthan Royals,20.0,151
514,6,Durban,2009-04-24,D Govindjee,ZTA Ndamane,SJA Taufel,"BR Doctrove, TH Wijewardene",Kings XI Punjab,RS Bopara,bat,Royal Challengers Bangalore,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,20.0,169
515,6,Durban,2009-04-25,D Govindjee,ZTA Ndamane,SD Ranade,"HDPK Dharmasena, SJA Taufel",Deccan Chargers,PP Ojha,bat,Deccan Chargers,Kingsmead,Deccan Chargers,Mumbai Indians,20.0,169
516,6,Port Elizabeth,2009-04-26,Yashpal Sharma,S George,BR Doctrove,"S Asnani, BG Jerling",Delhi Daredevils,TM Dilshan,bat,Royal Challengers Bangalore,St George's Park,Royal Challengers Bangalore,Delhi Daredevils,20.0,150
517,6,Cape Town,2009-04-26,GR Viswanath,EC Hendrikse,MR Benson,"M Erasmus, K Hariharan",Kings XI Punjab,KC Sangakkara,bat,Kings XI Punjab,Newlands,Kings XI Punjab,Rajasthan Royals,20.0,140
518,6,Durban,2009-04-27,D Govindjee,MW Brown,SD Ranade,"IL Howell, TH Wijewardene",Deccan Chargers,HH Gibbs,field,Deccan Chargers,Kingsmead,Chennai Super Kings,Deccan Chargers,20.0,166
519,6,Port Elizabeth,2009-04-27,Yashpal Sharma,S George,S Asnani,"BG Jerling, RB Tiffin",Mumbai Indians,SR Tendulkar,bat,Mumbai Indians,St George's Park,Kolkata Knight Riders,Mumbai Indians,20.0,188
520,6,Centurion,2009-04-28,J Srinath,JD Cloete,DJ Harper,"GAV Baxter, RE Koertzen",Rajasthan Royals,YK Pathan,bat,Delhi Daredevils,SuperSport Park,Delhi Daredevils,Rajasthan Royals,20.0,144
521,6,Durban,2009-04-29,D Govindjee,ZTA Ndamane,SL Shastri,"MR Benson, TH Wijewardene",Royal Challengers Bangalore,MV Boucher,bat,Kolkata Knight Riders,Kingsmead,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,140
522,6,Durban,2009-04-29,D Govindjee,ZTA Ndamane,TH Wijewardene,"MR Benson, SL Shastri",Kings XI Punjab,KC Sangakkara,bat,Kings XI Punjab,Kingsmead,Kings XI Punjab,Mumbai Indians,20.0,120
523,6,Centurion,2009-04-30,GR Viswanath,JD Cloete,RE Koertzen,"GAV Baxter, AM Saheba",Delhi Daredevils,DP Nannes,field,Delhi Daredevils,SuperSport Park,Deccan Chargers,Delhi Daredevils,20.0,149
524,6,Centurion,2009-04-30,GR Viswanath,JD Cloete,AM Saheba,"GAV Baxter, RE Koertzen",Chennai Super Kings,SK Raina,field,Rajasthan Royals,SuperSport Park,Chennai Super Kings,Rajasthan Royals,20.0,165
525,6,East London,2009-05-01,Yashpal Sharma,S George,BR Doctrove,"M Erasmus, SK Tarapore",Mumbai Indians,JP Duminy,bat,Mumbai Indians,Buffalo Park,Kolkata Knight Riders,Mumbai Indians,20.0,149
526,6,Durban,2009-05-01,D Govindjee,EC Hendrikse,SJA Taufel,"HDPK Dharmasena, S Ravi",Royal Challengers Bangalore,Yuvraj Singh,bat,Royal Challengers Bangalore,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,20.0,146
527,6,Port Elizabeth,2009-05-02,S Venkataraghavan,S George,MR Benson,"S Asnani, BG Jerling",Rajasthan Royals,YK Pathan,bat,Deccan Chargers,St George's Park,Deccan Chargers,Rajasthan Royals,20.0,142
528,6,Johannesburg,2009-05-02,GR Viswanath,KH Hurter,SS Hazare,"DJ Harper, RE Koertzen",Chennai Super Kings,SB Jakati,field,Delhi Daredevils,New Wanderers Stadium,Chennai Super Kings,Delhi Daredevils,20.0,164
529,6,Port Elizabeth,2009-05-03,S Venkataraghavan,S George,BG Jerling,"S Asnani, MR Benson",Kings XI Punjab,DPMD Jayawardene,bat,Kolkata Knight Riders,St George's Park,Kings XI Punjab,Kolkata Knight Riders,20.0,154
530,6,Johannesburg,2009-05-03,GR Viswanath,ZTA Ndamane,K Hariharan,"RE Koertzen, TH Wijewardene",Royal Challengers Bangalore,JH Kallis,bat,Mumbai Indians,New Wanderers Stadium,Royal Challengers Bangalore,Mumbai Indians,20.0,150
531,6,East London,2009-05-04,Yashpal Sharma,S George,SK Tarapore,"BR Doctrove, M Erasmus",Chennai Super Kings,MS Dhoni,bat,Chennai Super Kings,Buffalo Park,Chennai Super Kings,Deccan Chargers,20.0,179
532,6,Durban,2009-05-05,J Srinath,KH Hurter,GAV Baxter,"SS Hazare, IL Howell",Rajasthan Royals,GC Smith,field,Kings XI Punjab,Kingsmead,Kings XI Punjab,Rajasthan Royals,20.0,212
533,6,Durban,2009-05-05,J Srinath,KH Hurter,S Ravi,"GAV Baxter, IL Howell",Delhi Daredevils,G Gambhir,bat,Kolkata Knight Riders,Kingsmead,Delhi Daredevils,Kolkata Knight Riders,20.0,155
534,6,Centurion,2009-05-06,GR Viswanath,JD Cloete,K Hariharan,"MR Benson, HDPK Dharmasena",Deccan Chargers,RG Sharma,bat,Deccan Chargers,SuperSport Park,Deccan Chargers,Mumbai Indians,20.0,146
535,6,Centurion,2009-05-07,S Venkataraghavan,JD Cloete,TH Wijewardene,"K Hariharan, DJ Harper",Rajasthan Royals,A Singh,field,Rajasthan Royals,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals,20.0,106
536,6,Centurion,2009-05-07,S Venkataraghavan,JD Cloete,K Hariharan,"DJ Harper, TH Wijewardene",Chennai Super Kings,ML Hayden,bat,Chennai Super Kings,SuperSport Park,Chennai Super Kings,Kings XI Punjab,18.0,187
537,6,East London,2009-05-08,Yashpal Sharma,S George,BG Jerling,"M Erasmus, SK Tarapore",Delhi Daredevils,A Nehra,bat,Mumbai Indians,Buffalo Park,Delhi Daredevils,Mumbai Indians,20.0,117
538,6,Kimberley,2009-05-09,J Srinath,KH Hurter,HDPK Dharmasena,"GAV Baxter, AM Saheba",Kings XI Punjab,DPMD Jayawardene,field,Kings XI Punjab,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab,20.0,169
539,6,Kimberley,2009-05-09,J Srinath,KH Hurter,AM Saheba,"GAV Baxter, HDPK Dharmasena",Chennai Super Kings,S Badrinath,bat,Rajasthan Royals,De Beers Diamond Oval,Chennai Super Kings,Rajasthan Royals,20.0,141
540,6,Port Elizabeth,2009-05-10,Yashpal Sharma,S George,IL Howell,"BR Doctrove, BG Jerling",Mumbai Indians,JP Duminy,bat,Mumbai Indians,St George's Park,Royal Challengers Bangalore,Mumbai Indians,20.0,158
541,6,Johannesburg,2009-05-10,S Venkataraghavan,ZTA Ndamane,S Ravi,"SL Shastri, RB Tiffin",Delhi Daredevils,A Mishra,field,Delhi Daredevils,New Wanderers Stadium,Delhi Daredevils,Kolkata Knight Riders,20.0,124
542,6,Kimberley,2009-05-11,J Srinath,KH Hurter,S Asnani,"GAV Baxter, HDPK Dharmasena",Deccan Chargers,DR Smith,bat,Deccan Chargers,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals,20.0,167
543,6,Centurion,2009-05-12,Yashpal Sharma,JD Cloete,RE Koertzen,"M Erasmus, SS Hazare",Royal Challengers Bangalore,LRPL Taylor,field,Royal Challengers Bangalore,SuperSport Park,Royal Challengers Bangalore,Kolkata Knight Riders,20.0,174
544,6,Centurion,2009-05-12,Yashpal Sharma,JD Cloete,M Erasmus,"SS Hazare, RE Koertzen",Mumbai Indians,Harbhajan Singh,bat,Kings XI Punjab,SuperSport Park,Kings XI Punjab,Mumbai Indians,20.0,120
545,6,Durban,2009-05-13,D Govindjee,MW Brown,RB Tiffin,"DJ Harper, SL Shastri",Delhi Daredevils,R Bhatia,field,Deccan Chargers,Kingsmead,Deccan Chargers,Delhi Daredevils,20.0,174
546,6,Durban,2009-05-14,D Govindjee,MW Brown,SL Shastri,"BR Doctrove, DJ Harper",Royal Challengers Bangalore,LRPL Taylor,bat,Chennai Super Kings,Kingsmead,Royal Challengers Bangalore,Chennai Super Kings,20.0,130
547,6,Durban,2009-05-14,D Govindjee,MW Brown,SL Shastri,"BR Doctrove, DJ Harper",Rajasthan Royals,SK Warne,bat,Rajasthan Royals,Kingsmead,Mumbai Indians,Rajasthan Royals,20.0,146
548,6,Bloemfontein,2009-05-15,J Srinath,ZTA Ndamane,S Asnani,"HDPK Dharmasena, IL Howell",Kings XI Punjab,B Lee,field,Kings XI Punjab,OUTsurance Oval,Delhi Daredevils,Kings XI Punjab,20.0,121
549,6,Port Elizabeth,2009-05-16,Yashpal Sharma,S George,BG Jerling,"SK Tarapore, SJA Taufel",Chennai Super Kings,ML Hayden,bat,Mumbai Indians,St George's Park,Chennai Super Kings,Mumbai Indians,20.0,148
550,6,Johannesburg,2009-05-16,S Venkataraghavan,KH Hurter,SL Shastri,"RE Koertzen, S Ravi",Deccan Chargers,RG Sharma,field,Deccan Chargers,New Wanderers Stadium,Deccan Chargers,Kolkata Knight Riders,20.0,161
551,6,Johannesburg,2009-05-17,S Venkataraghavan,KH Hurter,GAV Baxter,"S Ravi, RB Tiffin",Kings XI Punjab,Yuvraj Singh,field,Deccan Chargers,New Wanderers Stadium,Deccan Chargers,Kings XI Punjab,20.0,135
552,6,Bloemfontein,2009-05-17,J Srinath,ZTA Ndamane,HDPK Dharmasena,"SS Hazare, IL Howell",Delhi Daredevils,AB de Villiers,bat,Delhi Daredevils,OUTsurance Oval,Delhi Daredevils,Rajasthan Royals,20.0,151
553,6,Centurion,2009-05-18,S Venkataraghavan,JD Cloete,SK Tarapore,"SJA Taufel, RB Tiffin",Kolkata Knight Riders,BJ Hodge,bat,Chennai Super Kings,SuperSport Park,Chennai Super Kings,Kolkata Knight Riders,20.0,189
554,6,Johannesburg,2009-05-19,J Srinath,KH Hurter,S Asnani,"IL Howell, RB Tiffin",Royal Challengers Bangalore,JH Kallis,bat,Delhi Daredevils,New Wanderers Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,135
555,6,Durban,2009-05-20,D Govindjee,EC Hendrikse,SS Hazare,"BG Jerling, SJA Taufel",Kolkata Knight Riders,LR Shukla,field,Kolkata Knight Riders,Kingsmead,Kolkata Knight Riders,Rajasthan Royals,20.0,102
556,6,Durban,2009-05-20,D Govindjee,EC Hendrikse,SS Hazare,"BG Jerling, SJA Taufel",Chennai Super Kings,M Muralitharan,bat,Chennai Super Kings,Kingsmead,Chennai Super Kings,Kings XI Punjab,20.0,117
557,6,Centurion,2009-05-21,S Venkataraghavan,MW Brown,SK Tarapore,"IL Howell, S Ravi",Delhi Daredevils,V Sehwag,field,Delhi Daredevils,SuperSport Park,Delhi Daredevils,Mumbai Indians,20.0,166
558,6,Centurion,2009-05-21,S Venkataraghavan,MW Brown,SK Tarapore,"IL Howell, S Ravi",Royal Challengers Bangalore,MK Pandey,bat,Royal Challengers Bangalore,SuperSport Park,Royal Challengers Bangalore,Deccan Chargers,20.0,171
559,6,Centurion,2009-05-22,S Venkataraghavan,JD Cloete,RE Koertzen,"BR Doctrove, DJ Harper",Deccan Chargers,AC Gilchrist,field,Deccan Chargers,SuperSport Park,Delhi Daredevils,Deccan Chargers,20.0,154
560,6,Johannesburg,2009-05-23,J Srinath,KH Hurter,IL Howell,"RE Koertzen, SJA Taufel",Royal Challengers Bangalore,MK Pandey,field,Royal Challengers Bangalore,New Wanderers Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,147
561,6,Johannesburg,2009-05-24,J Srinath,ZTA Ndamane,DJ Harper,"RE Koertzen, SJA Taufel",Deccan Chargers,A Kumble,field,Royal Challengers Bangalore,New Wanderers Stadium,Royal Challengers Bangalore,Deccan Chargers,20.0,144
562,6,Mumbai,2010-03-12,AJ Pycroft,SN Bandekar,BG Jerling,"RE Koertzen, RB Tiffin",Kolkata Knight Riders,AD Mathews,field,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,Kolkata Knight Riders,20.0,162
563,6,Mumbai,2010-03-13,AJ Pycroft,VM Bandiwadekar,BG Jerling,"RE Koertzen, RB Tiffin",Mumbai Indians,YK Pathan,bat,Mumbai Indians,Brabourne Stadium,Mumbai Indians,Rajasthan Royals,20.0,213
564,6,Chandigarh,2010-03-13,S Venkataraghavan,C Shamshuddin,SK Tarapore,"BR Doctrove, S Ravi",Delhi Daredevils,G Gambhir,field,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,20.0,143
565,6,Kolkata,2010-03-14,Yashpal Sharma,R Shankar,M Erasmus,"HDPK Dharmasena, AM Saheba",Kolkata Knight Riders,MK Tiwary,field,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,20.0,136
566,6,Chennai,2010-03-14,D Govindjee,J Madanagopal,S Das,"K Hariharan, DJ Harper",Deccan Chargers,WPUJC Vaas,bat,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,20.0,191
567,6,Ahmedabad,2010-03-15,AJ Pycroft,S Dua,RB Tiffin,"BG Jerling, RE Koertzen",Delhi Daredevils,V Sehwag,field,Delhi Daredevils,"Sardar Patel Stadium, Motera",Rajasthan Royals,Delhi Daredevils,20.0,142
568,6,Bangalore,2010-03-16,D Govindjee,KN Ananthapadmanabhan,K Hariharan,"S Das, DJ Harper",Royal Challengers Bangalore,JH Kallis,bat,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,20.0,204
569,6,Kolkata,2010-03-16,Yashpal Sharma,R Shankar,M Erasmus,"HDPK Dharmasena, AM Saheba",Chennai Super Kings,MS Dhoni,bat,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,20.0,165
570,6,Delhi,2010-03-17,S Venkataraghavan,A Chaudhary,S Ravi,"BR Doctrove, SK Tarapore",Mumbai Indians,SR Tendulkar,field,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,20.0,219
571,6,Bangalore,2010-03-18,D Govindjee,KN Ananthapadmanabhan,S Das,"K Hariharan, DJ Harper",Royal Challengers Bangalore,JH Kallis,field,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,20.0,93
572,6,Delhi,2010-03-19,S Venkataraghavan,A Chaudhary,S Ravi,"BR Doctrove, SK Tarapore",Chennai Super Kings,ML Hayden,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,20.0,186
573,6,Cuttack,2010-03-19,GR Viswanath,BK Ravi,AM Saheba,"BF Bowden, M Erasmus",Deccan Chargers,A Symonds,field,Kings XI Punjab,Barabati Stadium,Deccan Chargers,Kings XI Punjab,20.0,171
574,6,Ahmedabad,2010-03-20,AJ Pycroft,S Dua,BG Jerling,"RE Koertzen, RB Tiffin",Rajasthan Royals,AA Jhunjhunwala,bat,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,Kolkata Knight Riders,20.0,169
575,6,Mumbai,2010-03-20,Yashpal Sharma,SN Bandekar,SK Tarapore,"HDPK Dharmasena, SS Hazare",Royal Challengers Bangalore,JH Kallis,bat,Mumbai Indians,Brabourne Stadium,Mumbai Indians,Royal Challengers Bangalore,20.0,152
576,6,Cuttack,2010-03-21,GR Viswanath,BK Ravi,AM Saheba,"BF Bowden, M Erasmus",Deccan Chargers,A Symonds,bat,Deccan Chargers,Barabati Stadium,Deccan Chargers,Delhi Daredevils,20.0,172
577,6,Chennai,2010-03-21,S Venkataraghavan,,S Das,"K Hariharan, DJ Harper",,J Theron,field,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,20.0,137
578,6,Mumbai,2010-03-22,Yashpal Sharma,VM Bandiwadekar,HDPK Dharmasena,"SS Hazare, SJA Taufel",Mumbai Indians,SR Tendulkar,bat,Kolkata Knight Riders,Brabourne Stadium,Mumbai Indians,Kolkata Knight Riders,20.0,156
579,6,Bangalore,2010-03-23,AJ Pycroft,KN Ananthapadmanabhan,BG Jerling,"RE Koertzen, RB Tiffin",Royal Challengers Bangalore,RV Uthappa,field,Chennai Super Kings,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,20.0,172
580,6,Chandigarh,2010-03-24,S Venkataraghavan,C Shamshuddin,S Ravi,"BR Doctrove, SK Tarapore",Rajasthan Royals,AC Voges,field,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,20.0,184
581,6,Mumbai,2010-03-25,GR Viswanath,SN Bandekar,M Erasmus,"AM Saheba, BF Bowden",Mumbai Indians,SR Tendulkar,field,Mumbai Indians,"Brabourne Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,20.0,181
582,6,Ahmedabad,2010-03-26,RS Mahanama,S Dua,SS Hazare,"HDPK Dharmasena, SJA Taufel",Rajasthan Royals,YK Pathan,bat,Deccan Chargers,"Sardar Patel Stadium, Motera",Rajasthan Royals,Deccan Chargers,20.0,149
583,6,Chandigarh,2010-03-27,S Venkataraghavan,C Shamshuddin,SK Tarapore,"BR Doctrove, S Ravi",Kolkata Knight Riders,MK Tiwary,bat,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,20.0,184
584,6,Bangalore,2010-03-25,AJ Pycroft,KN Ananthapadmanabhan,RB Tiffin,"BG Jerling, RE Koertzen",Delhi Daredevils,KM Jadhav,field,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,20.0,184
585,6,Ahmedabad,2010-03-28,RS Mahanama,S Dua,HDPK Dharmasena,"SS Hazare, SJA Taufel",Rajasthan Royals,NV Ojha,bat,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,Chennai Super Kings,20.0,178
586,6,Mumbai,2010-03-28,GR Viswanath,SN Bandekar,DJ Harper,"S Das, K Hariharan",Mumbai Indians,Harbhajan Singh,field,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,Mumbai Indians,20.0,173
587,6,Delhi,2010-03-29,RS Mahanama,A Chaudhary,HDPK Dharmasena,"SS Hazare, SJA Taufel",Delhi Daredevils,DA Warner,bat,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,20.0,178
588,6,Mumbai,2010-03-30,S Venkataraghavan,VM Bandiwadekar,S Ravi,"BR Doctrove, SK Tarapore",Mumbai Indians,SL Malinga,field,Mumbai Indians,Brabourne Stadium,Mumbai Indians,Kings XI Punjab,20.0,164
589,6,Chennai,2010-03-31,AJ Pycroft,J Madanagopal,RB Tiffin,"BG Jerling, RE Koertzen",Chennai Super Kings,M Vijay,bat,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,20.0,162
